player,player_id,team,position,age,handedness,npb_plus_sprint_speed_kmh,npb_plus_ordinal_band,npb_plus_cohort_rank,npb_plus_cohort_size,exposure,direct_t90,direct_t90_measurement_year,standardized_short_distance_evidence,standardized_30m,standardized_50m,cohort,cohort_ordinal,historical_physical_evidence,measurement_era,anchor_relative_status,acceleration_top_speed_classification,classification_basis,physical_conflict_flags,temporal_comparison_boundary,context_only_hp_to_1b,physical_only_sns_queue_status
菊池 涼介,61565135,広島東洋カープ,,,,31.8,B4_MID_UPPER_COHORT_OCTILE,41,100,"{""PA"":353,""games"":88,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":36,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":41,""current_npb_plus_size"":100,""current_npb_plus_band"":""B4_MID_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
野間 峻祥,01405130,広島東洋カープ,,,,31.7,B4_MID_UPPER_COHORT_OCTILE,47,100,"{""PA"":86,""games"":35,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":8,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":47,""current_npb_plus_size"":100,""current_npb_plus_band"":""B4_MID_UPPER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
サンタナ,53755153,東京ヤクルトスワローズ,,,,30.8,B6_LOWER_MID_COHORT_OCTILE,71,100,"{""PA"":357,""games"":96,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":40,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}","[{""metric"":""T90ft"",""seconds"":4.13,""value"":null,""unit"":null,""measurement_year"":2020,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_サンタナ_2020"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2020"",""reason"":null}]",[2020],"[{""metric"":""T10ft"",""seconds"":0.91,""value"":null,""unit"":null,""measurement_year"":2020,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_サンタナ_2020"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2020"",""reason"":null},{""metric"":""T30ft"",""seconds"":1.87,""value"":null,""unit"":null,""measurement_year"":2020,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""STANDARDIZED_PRIOR"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_サンタナ_2020"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2020"",""reason"":null}]",[],[],"[""npb_plus_2026_current_roster_100"",""seasonal qualified MLB runs""]","{""current_npb_plus_rank"":71,""current_npb_plus_size"":100,""current_npb_plus_band"":""B6_LOWER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""T90ft"",""seconds"":4.13,""value"":null,""unit"":null,""measurement_year"":2020,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_サンタナ_2020"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/running_splits?bats=&min=5&position=&team=&type=raw&year=2020"",""reason"":null},{""metric"":""MLB_Sprint_Speed"",""seconds"":null,""value"":26.9,""unit"":""ft/s"",""measurement_year"":2020,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""seasonal qualified MLB runs"",""timing_method"":""Statcast official leaderboard"",""start_protocol"":""qualified home-to-first runs extrapolated to 90ft"",""source_tier"":""A"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""mlb_statcast_running_splits_サンタナ_2020"",""source_name"":""Baseball Savant / Statcast"",""source_url"":""https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2020&position=&team=&min=10"",""reason"":null}]",[2020],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":1,""same_cohort_order_conflict_count"":0}",TEMPORAL_CONSTRUCT_CONFLICT,V2_KNOWN_NON_2026_COMPARISON_MEASUREMENT,"[""TEMPORAL_CONSTRUCT_CONFLICT""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":3,""known_measurement_years"":[2020],""known_non_2026_measurement_years"":[2020],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":true,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],ADDED_FOR_TEMPORAL_CONSTRUCT_CONFLICT
並木 秀尊,91695153,東京ヤクルトスワローズ,,,,33.8,B1_FASTEST_COHORT_OCTILE,3,100,"{""PA"":45,""games"":18,""pa_bucket"":""PA_25_49"",""full_effort_run_proxy_count"":6,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":3,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.06,""value"":null,""unit"":null,""measurement_year"":2022,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""超プロ野球ULTRA収録で計測。記事では通常の50m走として紹介されるが、光電管・スタート規則等は不明。"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_outlier_並木秀尊_50m_6.06"",""source_name"":""日刊スポーツ"",""source_url"":""https://www.nikkansports.com/baseball/news/202306230001335.html"",""reason"":null}]",[2022],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.96,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_in_game"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""namiki_hp_to_1b_dokkyo_game"",""source_name"":""Number Web"",""source_url"":""https://number.bunshun.jp/articles/-/846891?page=2"",""reason"":null}]",RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
中村 悠平,51255118,東京ヤクルトスワローズ,,,,30.4,B7_LOWER_COHORT_OCTILE,84,100,"{""PA"":65,""games"":32,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":8,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":84,""current_npb_plus_size"":100,""current_npb_plus_band"":""B7_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
丸山 和郁,93195155,東京ヤクルトスワローズ,,,,32.4,B3_UPPER_MID_COHORT_OCTILE,30,100,"{""PA"":112,""games"":39,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":10,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":30,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":5.8,""value"":null,""unit"":null,""measurement_year"":2019,""measurement_date"":null,""measurement_year_inferred"":true,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""maruyama_50m_meiji_profile"",""source_name"":""4years.（朝日新聞社）"",""source_url"":""https://4years.asahi.com/article/12432940"",""reason"":null}]",[2019],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":3.8,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_in_game"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""maruyama_hp_to_1b_meiji_game"",""source_name"":""4years.（朝日新聞社）"",""source_url"":""https://4years.asahi.com/article/12432940"",""reason"":null}]",NOT_QUEUED
古賀 優大,01705134,東京ヤクルトスワローズ,,,,32.1,B3_UPPER_MID_COHORT_OCTILE,33,100,"{""PA"":252,""games"":69,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":27,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":33,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
塩見 泰隆,71975136,東京ヤクルトスワローズ,,,,32.3,B3_UPPER_MID_COHORT_OCTILE,32,100,"{""PA"":83,""games"":37,""pa_bucket"":""PA_50_99"",""full_effort_run_proxy_count"":8,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":32,""current_npb_plus_size"":100,""current_npb_plus_band"":""B3_UPPER_MID_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""30m"",""seconds"":3.85,""value"":null,""unit"":null,""measurement_year"":2018,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""新人合同自主トレの30m走。"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_30m_塩見泰隆_2018"",""source_name"":""デイリースポーツ"",""source_url"":""https://www.daily.co.jp/baseball/2018/01/17/0010903502.shtml"",""reason"":null}]",[2018],"{""status"":""SNS_TIEBREAK"",""status_reasons"":[""SOURCE_PA_UNDER_100_AND_QUALIFIED_RUN_COUNT_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}","[{""metric"":""hp_to_1b"",""seconds"":4.15,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_in_game"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""shiomi_hp_to_1b_jxeneos_415"",""source_name"":""Number Web"",""source_url"":""https://number.bunshun.jp/articles/-/833298?page=2"",""reason"":null},{""metric"":""hp_to_1b"",""seconds"":4.26,""value"":null,""unit"":null,""measurement_year"":""unknown"",""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""unknown"",""timing_method"":""unknown"",""start_protocol"":""swing_to_run_in_game"",""source_tier"":""B"",""usage_class"":""CONTEXT_ONLY"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""shiomi_hp_to_1b_jxeneos_426"",""source_name"":""Number Web"",""source_url"":""https://number.bunshun.jp/articles/-/833298?page=2"",""reason"":null}]",RETAINED_FROM_EXISTING_PHYSICAL_QUEUE
岩田 幸宏,51355155,東京ヤクルトスワローズ,,,,33.6,B1_FASTEST_COHORT_OCTILE,6,100,"{""PA"":330,""games"":91,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":50,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":6,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
長岡 秀樹,51455151,東京ヤクルトスワローズ,,,,31.6,B5_MID_LOWER_COHORT_OCTILE,51,100,"{""PA"":355,""games"":85,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":55,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":51,""current_npb_plus_size"":100,""current_npb_plus_band"":""B5_MID_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
太田 光,71375138,東北楽天ゴールデンイーグルス,,,,30.5,B7_LOWER_COHORT_OCTILE,80,100,"{""PA"":204,""games"":72,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":23,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":80,""current_npb_plus_size"":100,""current_npb_plus_band"":""B7_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
村林 一輝,41845132,東北楽天ゴールデンイーグルス,,,,34.5,B1_FASTEST_COHORT_OCTILE,2,100,"{""PA"":386,""games"":96,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":63,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":2,""current_npb_plus_size"":100,""current_npb_plus_band"":""B1_FASTEST_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}","[{""metric"":""50m"",""seconds"":6.2,""value"":null,""unit"":null,""measurement_year"":2015,""measurement_date"":null,""measurement_year_inferred"":false,""cohort"":""高校時代のドラフト紹介。50m6.2秒・遠投110m。"",""timing_method"":""unknown"",""start_protocol"":""unknown"",""source_tier"":""B"",""usage_class"":""HISTORICAL_PROFILE_HINT"",""numeric_t90_usable"":false,""same_measurement_cluster_id"":""existing_outlier_村林一輝_50m_6.2"",""source_name"":""週刊ベースボールONLINE"",""source_url"":""https://column.sp.baseball.findfriends.jp/?id=055-20151207-01&pid=column_detail"",""reason"":null}]",[2015],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
浅村 栄斗,51155118,東北楽天ゴールデンイーグルス,,,,30.5,B7_LOWER_COHORT_OCTILE,81,100,"{""PA"":333,""games"":87,""pa_bucket"":""PA_200_399"",""full_effort_run_proxy_count"":27,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":81,""current_npb_plus_size"":100,""current_npb_plus_band"":""B7_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
渡邊 佳明,73175138,東北楽天ゴールデンイーグルス,,,,30.3,B7_LOWER_COHORT_OCTILE,86,100,"{""PA"":140,""games"":54,""pa_bucket"":""PA_100_199"",""full_effort_run_proxy_count"":12,""npb_plus_sample_count"":null,""npb_plus_qualified_run_count"":null,""data_completeness"":""partial_tier_A_C_unavailable""}",[],[],[],[],[],"[""npb_plus_2026_current_roster_100""]","{""current_npb_plus_rank"":86,""current_npb_plus_size"":100,""current_npb_plus_band"":""B7_LOWER_COHORT_OCTILE"",""basis"":""WITHIN_SAME_METRIC_SAME_COHORT_ONLY""}",[],[],"{""status"":""ANCHOR_RESOLVED_MODERATE"",""status_reasons"":[""CURRENT_NPB_PLUS_ORDINAL_HAS_FULL_100_ROSTER_BRACKETING_BUT_PUBLIC_SAMPLE_COUNTS_ARE_NOT_PUBLISHED""],""high_confidence_anchor_count"":0,""same_cohort_order_conflict_count"":0}",INSUFFICIENT_SHORT_DISTANCE_EVIDENCE,NO_DIRECTIONALLY_COMPARABLE_SHORT_DISTANCE_EVIDENCE,"[""INSUFFICIENT_SHORT_DISTANCE_EVIDENCE""]","{""current_signal_year"":2026,""comparison_relevant_evidence_count"":0,""known_measurement_years"":[],""known_non_2026_measurement_years"":[],""unknown_measurement_era_count"":0,""has_known_non_2026_measurement"":false,""has_unknown_measurement_era"":false,""all_comparison_relevant_measurements_current_2026"":false}",[],NOT_QUEUED
