mapping_id	record_type	record_id	original_pw_id	corrected_pw_id	mapping_disposition	module	actual_requirement_text	semantic_check
EVENT-PNN-035-ADDED-PW-168	EVENT	PNN-035		PW-168	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	CORRECTED
EVENT-PNN-035-ADDED-PW-175	EVENT	PNN-035		PW-175	ADDED_SEMANTICALLY_REQUIRED	WORLD_GROWTH	国ごとに人気/競技人口/施設/指導/league quality等のecosystem stateを持つ	CORRECTED
EVENT-PNN-035-ADDED-PW-177	EVENT	PNN-035		PW-177	ADDED_SEMANTICALLY_REQUIRED	WORLD_GROWTH	NPB球団が海外academy/coach/scout等で世界普及へ関与できる	CORRECTED
EVENT-PNN-036-PW-181	EVENT	PNN-036	PW-181	PW-181	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	WBC/Premier12/五輪/U-18/U-23等を意味ある大会として実装	PASS
EVENT-PNN-036-PW-182	EVENT	PNN-036	PW-182	PW-182	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会が人気/スカウト露出/海外評価/知識交流/国の普及へ影響	PASS
EVENT-PNN-036-PW-190	EVENT	PNN-036	PW-190	PW-190	RETAINED_SEMANTICALLY_CONSISTENT	GOVERNANCE	DH/ABS/申告敬遠/牽制制限/base size/延長/tie-break等を変更可能	PASS
EVENT-PNN-037-PW-181	EVENT	PNN-037	PW-181	PW-181	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	WBC/Premier12/五輪/U-18/U-23等を意味ある大会として実装	PASS
EVENT-PNN-037-PW-182	EVENT	PNN-037	PW-182	PW-182	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会が人気/スカウト露出/海外評価/知識交流/国の普及へ影響	PASS
EVENT-PNN-037-PW-247	EVENT	PNN-037	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNN-038-PW-181	EVENT	PNN-038	PW-181	PW-181	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	WBC/Premier12/五輪/U-18/U-23等を意味ある大会として実装	PASS
EVENT-PNN-038-PW-182	EVENT	PNN-038	PW-182	PW-182	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会が人気/スカウト露出/海外評価/知識交流/国の普及へ影響	PASS
EVENT-PNN-038-PW-183	EVENT	PNN-038	PW-183	PW-183	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会疲労・故障影響をOFF/LIGHT/REALISTIC等でtoggle可能	PASS
EVENT-PNN-038-PW-184	EVENT	PNN-038	PW-184	PW-184	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	疲労OFFでも大会の名誉/人気/世界普及等の意味は残す	PASS
EVENT-PNN-038-PW-185	EVENT	PNN-038	PW-185	PW-185	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	オールスターに人気/名誉/交流/歴史価値を持たせる	PASS
EVENT-PNN-038-PW-243	EVENT	PNN-038	PW-243	PW-243	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	代表参加意思・辞退を選手の代表意識・健康・海外露出志向・所属状況等から個別に判断できるようにする	PASS
EVENT-PNN-038-PW-257	EVENT	PNN-038	PW-257	PW-257	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	オールスター・代表活動で生まれた他球団選手/コーチとの関係や知識交換が大会後のcareerや移籍判断へ弱く持続し得る	PASS
EVENT-PNN-039-PW-181	EVENT	PNN-039	PW-181	PW-181	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	WBC/Premier12/五輪/U-18/U-23等を意味ある大会として実装	PASS
EVENT-PNN-039-PW-182	EVENT	PNN-039	PW-182	PW-182	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会が人気/スカウト露出/海外評価/知識交流/国の普及へ影響	PASS
EVENT-PNN-039-PW-183	EVENT	PNN-039	PW-183	PW-183	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会疲労・故障影響をOFF/LIGHT/REALISTIC等でtoggle可能	PASS
EVENT-PNN-039-PW-185	EVENT	PNN-039	PW-185	PW-185	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	オールスターに人気/名誉/交流/歴史価値を持たせる	PASS
EVENT-PNN-039-PW-186	EVENT	PNN-039	PW-186	PW-186	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会の躍進が国の人気→競技人口→将来選手供給へfeedback	PASS
EVENT-PNN-039-PW-243	EVENT	PNN-039	PW-243	PW-243	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	代表参加意思・辞退を選手の代表意識・健康・海外露出志向・所属状況等から個別に判断できるようにする	PASS
EVENT-PNN-040-PW-181	EVENT	PNN-040	PW-181	PW-181	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	WBC/Premier12/五輪/U-18/U-23等を意味ある大会として実装	PASS
EVENT-PNN-040-PW-182	EVENT	PNN-040	PW-182	PW-182	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会が人気/スカウト露出/海外評価/知識交流/国の普及へ影響	PASS
EVENT-PNN-040-PW-184	EVENT	PNN-040	PW-184	PW-184	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	疲労OFFでも大会の名誉/人気/世界普及等の意味は残す	PASS
EVENT-PNN-040-PW-185	EVENT	PNN-040	PW-185	PW-185	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	オールスターに人気/名誉/交流/歴史価値を持たせる	PASS
EVENT-PNN-040-PW-243	EVENT	PNN-040	PW-243	PW-243	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	代表参加意思・辞退を選手の代表意識・健康・海外露出志向・所属状況等から個別に判断できるようにする	PASS
EVENT-PNN-040-ADDED-PW-183	EVENT	PNN-040		PW-183	ADDED_SEMANTICALLY_REQUIRED	INTERNATIONAL	国際大会疲労・故障影響をOFF/LIGHT/REALISTIC等でtoggle可能	CORRECTED
EVENT-PNN-041-PW-181	EVENT	PNN-041	PW-181	PW-181	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	WBC/Premier12/五輪/U-18/U-23等を意味ある大会として実装	PASS
EVENT-PNN-041-PW-182	EVENT	PNN-041	PW-182	PW-182	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会が人気/スカウト露出/海外評価/知識交流/国の普及へ影響	PASS
EVENT-PNN-041-PW-185	EVENT	PNN-041	PW-185	PW-185	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	オールスターに人気/名誉/交流/歴史価値を持たせる	PASS
EVENT-PNN-041-PW-186	EVENT	PNN-041	PW-186	PW-186	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会の躍進が国の人気→競技人口→将来選手供給へfeedback	PASS
EVENT-PNN-042-PW-181	EVENT	PNN-042	PW-181	PW-181	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	WBC/Premier12/五輪/U-18/U-23等を意味ある大会として実装	PASS
EVENT-PNN-042-PW-183	EVENT	PNN-042	PW-183	PW-183	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	国際大会疲労・故障影響をOFF/LIGHT/REALISTIC等でtoggle可能	PASS
EVENT-PNN-042-PW-184	EVENT	PNN-042	PW-184	PW-184	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	疲労OFFでも大会の名誉/人気/世界普及等の意味は残す	PASS
EVENT-PNN-042-PW-243	EVENT	PNN-042	PW-243	PW-243	RETAINED_SEMANTICALLY_CONSISTENT	INTERNATIONAL	代表参加意思・辞退を選手の代表意識・健康・海外露出志向・所属状況等から個別に判断できるようにする	PASS
EVENT-PNN-042-ADDED-PW-182	EVENT	PNN-042		PW-182	ADDED_SEMANTICALLY_REQUIRED	INTERNATIONAL	国際大会が人気/スカウト露出/海外評価/知識交流/国の普及へ影響	CORRECTED
EVENT-PNN-043-PW-141	EVENT	PNN-043	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
EVENT-PNN-043-PW-142	EVENT	PNN-043	PW-142		REMOVED_SEMANTICALLY_MISMATCHED	FINANCE	売店価格等の細かすぎる経営操作は前面に出さない	CORRECTED
EVENT-PNN-043-PW-143	EVENT	PNN-043	PW-143	PW-143	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	観客動員を勝率だけでなくスター/若手/地域/記録等から決める	PASS
EVENT-PNN-043-PW-144	EVENT	PNN-043	PW-144	PW-144	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	優勝で収入増だけでなく年俸・期待・スタッフ価格等も上昇	PASS
EVENT-PNN-043-PW-165	EVENT	PNN-043	PW-165		REMOVED_SEMANTICALLY_MISMATCHED	GLOBAL	海外の全試合をNPB同等詳細にはせずleague別sim粒度を変える	CORRECTED
EVENT-PNN-043-PW-247	EVENT	PNN-043	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNN-043-ADDED-PW-204	EVENT	PNN-043		PW-204	ADDED_SEMANTICALLY_REQUIRED	GOVERNANCE	球団移転/売却/合併は低頻度の大事件として将来候補	CORRECTED
EVENT-PNN-044-PW-141	EVENT	PNN-044	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
EVENT-PNN-044-PW-142	EVENT	PNN-044	PW-142		REMOVED_SEMANTICALLY_MISMATCHED	FINANCE	売店価格等の細かすぎる経営操作は前面に出さない	CORRECTED
EVENT-PNN-044-PW-143	EVENT	PNN-044	PW-143	PW-143	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	観客動員を勝率だけでなくスター/若手/地域/記録等から決める	PASS
EVENT-PNN-044-PW-165	EVENT	PNN-044	PW-165		REMOVED_SEMANTICALLY_MISMATCHED	GLOBAL	海外の全試合をNPB同等詳細にはせずleague別sim粒度を変える	CORRECTED
EVENT-PNN-044-PW-247	EVENT	PNN-044	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNN-045-PW-141	EVENT	PNN-045	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
EVENT-PNN-045-PW-143	EVENT	PNN-045	PW-143	PW-143	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	観客動員を勝率だけでなくスター/若手/地域/記録等から決める	PASS
EVENT-PNN-045-PW-144	EVENT	PNN-045	PW-144	PW-144	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	優勝で収入増だけでなく年俸・期待・スタッフ価格等も上昇	PASS
EVENT-PNN-045-PW-247	EVENT	PNN-045	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNN-046-PW-141	EVENT	PNN-046	PW-141	PW-141	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	PASS
EVENT-PNN-046-PW-143	EVENT	PNN-046	PW-143	PW-143	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	観客動員を勝率だけでなくスター/若手/地域/記録等から決める	PASS
EVENT-PNN-046-PW-144	EVENT	PNN-046	PW-144	PW-144	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	優勝で収入増だけでなく年俸・期待・スタッフ価格等も上昇	PASS
EVENT-PNN-046-PW-247	EVENT	PNN-046	PW-247	PW-247	RETAINED_SEMANTICALLY_CONSISTENT	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	PASS
EVENT-PNN-047-PW-108	EVENT	PNN-047	PW-108		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	球団にも選手から見た評判を持たせる	CORRECTED
EVENT-PNN-047-PW-111	EVENT	PNN-047	PW-111		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	悪評/好評はFA・代理人・若手の球団選好へ影響する	CORRECTED
EVENT-PNN-047-PW-112	EVENT	PNN-047	PW-112		REMOVED_SEMANTICALLY_MISMATCHED	KNOWLEDGE	移籍捕手等が旧リーグ/古巣の情報を持ち込む	CORRECTED
EVENT-PNN-047-PW-121	EVENT	PNN-047	PW-121		REMOVED_SEMANTICALLY_MISMATCHED	RESEARCH	特定打者/投手への重点対策をユーザーが指定可能	CORRECTED
EVENT-PNN-047-PW-123	EVENT	PNN-047	PW-123		REMOVED_SEMANTICALLY_MISMATCHED	RESEARCH	相手研究→対策→本人再適応→再研究cycleを持つ	CORRECTED
EVENT-PNN-047-PW-142	EVENT	PNN-047	PW-142		REMOVED_SEMANTICALLY_MISMATCHED	FINANCE	売店価格等の細かすぎる経営操作は前面に出さない	CORRECTED
EVENT-PNN-047-ADDED-PW-129	EVENT	PNN-047		PW-129	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA契約を金額だけでなく年数/role/優勝/愛着/地域等で選ぶ	CORRECTED
EVENT-PNN-047-ADDED-PW-138	EVENT	PNN-047		PW-138	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	長期高額契約が将来財務・若手起用を圧迫する	CORRECTED
EVENT-PNN-047-ADDED-PW-139	EVENT	PNN-047		PW-139	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA/契約市場価格を供給・年齢・希少性等で変動させる	CORRECTED
EVENT-PNN-047-ADDED-PW-140	EVENT	PNN-047		PW-140	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	高額契約へのsunk-cost biasを一部GM/監督の失敗要因として持つ	CORRECTED
EVENT-PNN-047-ADDED-PW-141	EVENT	PNN-047		PW-141	ADDED_SEMANTICALLY_REQUIRED	FINANCE	球団財務を選手年俸/スタッフ/スカウト/多軍/海外/R&D/医療等まで持つ	CORRECTED
EVENT-PNN-047-ADDED-PW-247	EVENT	PNN-047		PW-247	ADDED_SEMANTICALLY_REQUIRED	FINANCE	球団ごとの市場規模・資金力差は残すが資金は選択肢を増やす要因であり勝利を自動保証せず小規模球団にも合理的な勝ち筋を残す	CORRECTED
EVENT-PNN-047-ADDED-PW-253	EVENT	PNN-047		PW-253	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA直前だけでなく権利取得前の早期延長契約・残留交渉を可能にしroleや将来posting方針も交渉材料にできる案を保持する	CORRECTED
EVENT-PNN-047-ADDED-PW-254	EVENT	PNN-047		PW-254	ADDED_SEMANTICALLY_REQUIRED	AGENT	代理人は金額交渉だけでなく交渉時期・市場形成・メディアへの情報発信等で差を持ち得る	CORRECTED
EVENT-PNN-047-ADDED-PW-259	EVENT	PNN-047		PW-259	ADDED_SEMANTICALLY_REQUIRED	PRESSURE	大型FA・高額年俸・高い世間期待は能力値を直接下げず心理適応・起用・ファン/メディア評価を介して成績文脈に作用させる	CORRECTED
EVENT-PNN-048-PW-108	EVENT	PNN-048	PW-108		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	球団にも選手から見た評判を持たせる	CORRECTED
EVENT-PNN-048-PW-111	EVENT	PNN-048	PW-111		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	悪評/好評はFA・代理人・若手の球団選好へ影響する	CORRECTED
EVENT-PNN-048-PW-112	EVENT	PNN-048	PW-112		REMOVED_SEMANTICALLY_MISMATCHED	KNOWLEDGE	移籍捕手等が旧リーグ/古巣の情報を持ち込む	CORRECTED
EVENT-PNN-048-PW-124	EVENT	PNN-048	PW-124		REMOVED_SEMANTICALLY_MISMATCHED	TRANSFER	移籍覚醒を出場機会/役割/コーチ/フォーム/球場/適応等から自然発生	CORRECTED
EVENT-PNN-048-ADDED-PW-129	EVENT	PNN-048		PW-129	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA契約を金額だけでなく年数/role/優勝/愛着/地域等で選ぶ	CORRECTED
EVENT-PNN-048-ADDED-PW-130	EVENT	PNN-048		PW-130	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	起用約束を破ると本人不満・球団信頼低下	CORRECTED
EVENT-PNN-048-ADDED-PW-131	EVENT	PNN-048		PW-131	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	代理人を独立人物として実装する	CORRECTED
EVENT-PNN-048-ADDED-PW-132	EVENT	PNN-048		PW-132	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	代理人に交渉力/国際network/方針差を持たせる	CORRECTED
EVENT-PNN-048-ADDED-PW-133	EVENT	PNN-048		PW-133	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング希望→球団容認でも海外契約不成立なら残留する	CORRECTED
EVENT-PNN-048-ADDED-PW-134	EVENT	PNN-048		PW-134	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング不成立理由を市場/条件/role/medical/制度等から生成	CORRECTED
EVENT-PNN-048-ADDED-PW-135	EVENT	PNN-048		PW-135	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	球団のposting friendliness評判を持つ	CORRECTED
EVENT-PNN-048-ADDED-PW-253	EVENT	PNN-048		PW-253	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA直前だけでなく権利取得前の早期延長契約・残留交渉を可能にしroleや将来posting方針も交渉材料にできる案を保持する	CORRECTED
EVENT-PNN-048-ADDED-PW-254	EVENT	PNN-048		PW-254	ADDED_SEMANTICALLY_REQUIRED	AGENT	代理人は金額交渉だけでなく交渉時期・市場形成・メディアへの情報発信等で差を持ち得る	CORRECTED
EVENT-PNN-048-ADDED-PW-259	EVENT	PNN-048		PW-259	ADDED_SEMANTICALLY_REQUIRED	PRESSURE	大型FA・高額年俸・高い世間期待は能力値を直接下げず心理適応・起用・ファン/メディア評価を介して成績文脈に作用させる	CORRECTED
EVENT-PNN-049-PW-103	EVENT	PNN-049	PW-103	PW-103	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	年俸より出場機会を求めるFAを可能にする	PASS
EVENT-PNN-049-PW-104	EVENT	PNN-049	PW-104	PW-104	RETAINED_SEMANTICALLY_CONSISTENT	IDENTITY	海外志向・家族・地元・優勝・安定・role等を選手ごとに異なるweightで持つ	PASS
EVENT-PNN-049-PW-169	EVENT	PNN-049	PW-169		REMOVED_SEMANTICALLY_MISMATCHED	GLOBAL	キューバ選手の海外契約自由度・連盟関与等を制度stateとして持つ	CORRECTED
EVENT-PNN-049-PW-172	EVENT	PNN-049	PW-172	PW-172	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	国際制度は自由化だけでなく規制強化/協定終了/ビザ問題等もあり得る	PASS
EVENT-PNN-049-PW-236	EVENT	PNN-049	PW-236		REMOVED_SEMANTICALLY_MISMATCHED	TRADE	トレードを独立した中核システムとして設計しteam need・契約・年齢・将来価値・competitive windowを統合する	CORRECTED
EVENT-PNN-049-PW-242	EVENT	PNN-049	PW-242	PW-242	RETAINED_SEMANTICALLY_CONSISTENT	GLOBAL	外国人のNPB適応を固定のNPB適応能力1個で決めず underlying skill・役割・league差・環境適応等から自然発生させる	PASS
EVENT-PNN-049-ADDED-PW-133	EVENT	PNN-049		PW-133	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング希望→球団容認でも海外契約不成立なら残留する	CORRECTED
EVENT-PNN-049-ADDED-PW-134	EVENT	PNN-049		PW-134	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング不成立理由を市場/条件/role/medical/制度等から生成	CORRECTED
EVENT-PNN-049-ADDED-PW-135	EVENT	PNN-049		PW-135	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	球団のposting friendliness評判を持つ	CORRECTED
EVENT-PNN-049-ADDED-PW-168	EVENT	PNN-049		PW-168	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	国・地域ごとに異なる契約/移籍/政府/連盟制度を持つ	CORRECTED
EVENT-PNN-049-ADDED-PW-173	EVENT	PNN-049		PW-173	ADDED_SEMANTICALLY_REQUIRED	GLOBAL	海外制度変更がNPBの選手市場へ波及する	CORRECTED
EVENT-PNN-050-PW-108	EVENT	PNN-050	PW-108		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	球団にも選手から見た評判を持たせる	CORRECTED
EVENT-PNN-050-PW-109	EVENT	PNN-050	PW-109		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	功労者処遇・故障・雰囲気・育成実績等から評判が形成される	CORRECTED
EVENT-PNN-050-PW-110	EVENT	PNN-050	PW-110		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	評判は実績から動的に形成し永久固定球団特性にしない	CORRECTED
EVENT-PNN-050-PW-111	EVENT	PNN-050	PW-111		REMOVED_SEMANTICALLY_MISMATCHED	REPUTATION	悪評/好評はFA・代理人・若手の球団選好へ影響する	CORRECTED
EVENT-PNN-050-PW-112	EVENT	PNN-050	PW-112		REMOVED_SEMANTICALLY_MISMATCHED	KNOWLEDGE	移籍捕手等が旧リーグ/古巣の情報を持ち込む	CORRECTED
EVENT-PNN-050-PW-114	EVENT	PNN-050	PW-114		REMOVED_SEMANTICALLY_MISMATCHED	KNOWLEDGE	情報価値は時間経過や環境変化で陳腐化する	CORRECTED
EVENT-PNN-050-ADDED-PW-129	EVENT	PNN-050		PW-129	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA契約を金額だけでなく年数/role/優勝/愛着/地域等で選ぶ	CORRECTED
EVENT-PNN-050-ADDED-PW-130	EVENT	PNN-050		PW-130	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	起用約束を破ると本人不満・球団信頼低下	CORRECTED
EVENT-PNN-050-ADDED-PW-131	EVENT	PNN-050		PW-131	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	代理人を独立人物として実装する	CORRECTED
EVENT-PNN-050-ADDED-PW-132	EVENT	PNN-050		PW-132	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	代理人に交渉力/国際network/方針差を持たせる	CORRECTED
EVENT-PNN-050-ADDED-PW-133	EVENT	PNN-050		PW-133	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング希望→球団容認でも海外契約不成立なら残留する	CORRECTED
EVENT-PNN-050-ADDED-PW-134	EVENT	PNN-050		PW-134	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	ポスティング不成立理由を市場/条件/role/medical/制度等から生成	CORRECTED
EVENT-PNN-050-ADDED-PW-135	EVENT	PNN-050		PW-135	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	球団のposting friendliness評判を持つ	CORRECTED
EVENT-PNN-050-ADDED-PW-136	EVENT	PNN-050		PW-136	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	一定以上の減俸提示に同意しなければ自由契約を選べる制度を実装	CORRECTED
EVENT-PNN-050-ADDED-PW-137	EVENT	PNN-050		PW-137	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	減額制限自由契約をFAとは別経路として扱う	CORRECTED
EVENT-PNN-050-ADDED-PW-138	EVENT	PNN-050		PW-138	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	長期高額契約が将来財務・若手起用を圧迫する	CORRECTED
EVENT-PNN-050-ADDED-PW-139	EVENT	PNN-050		PW-139	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA/契約市場価格を供給・年齢・希少性等で変動させる	CORRECTED
EVENT-PNN-050-ADDED-PW-140	EVENT	PNN-050		PW-140	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	高額契約へのsunk-cost biasを一部GM/監督の失敗要因として持つ	CORRECTED
EVENT-PNN-050-ADDED-PW-253	EVENT	PNN-050		PW-253	ADDED_SEMANTICALLY_REQUIRED	CONTRACT	FA直前だけでなく権利取得前の早期延長契約・残留交渉を可能にしroleや将来posting方針も交渉材料にできる案を保持する	CORRECTED
EVENT-PNN-050-ADDED-PW-254	EVENT	PNN-050		PW-254	ADDED_SEMANTICALLY_REQUIRED	AGENT	代理人は金額交渉だけでなく交渉時期・市場形成・メディアへの情報発信等で差を持ち得る	CORRECTED
EVENT-PNN-051-PW-201	EVENT	PNN-051	PW-201		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	球団数12を初期条件とし14/16等への拡張を可能にする	CORRECTED
EVENT-PNN-051-PW-202	EVENT	PNN-051	PW-202		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	拡張時にExpansion Draftを実施可能	CORRECTED
EVENT-PNN-051-PW-203	EVENT	PNN-051	PW-203		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	league/地区/CS/Japan Series/interleague/試合数を変更可能	CORRECTED
EVENT-PNN-051-PW-209	EVENT	PNN-051	PW-209	PW-209	RETAINED_SEMANTICALLY_CONSISTENT	INTEGRITY	不祥事に注意/謹慎/降格/出場停止/解除/pick剥奪/球団制裁等の結果を持つ	PASS
EVENT-PNN-051-PW-213	EVENT	PNN-051	PW-213	PW-213	RETAINED_SEMANTICALLY_CONSISTENT	HISTORY	選手のdraft/二軍/一軍/海外/受賞/移籍/契約/代表/引退後staffを一生涯保存	PASS
EVENT-PNN-051-PW-215	EVENT	PNN-051	PW-215	PW-215	RETAINED_SEMANTICALLY_CONSISTENT	HISTORY	通算・年度・球団記録を充実させる	PASS
EVENT-PNN-051-ADDED-PW-205	EVENT	PNN-051		PW-205	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	組織のcompliance/discipline/internal reporting等を持つ	CORRECTED
EVENT-PNN-051-ADDED-PW-207	EVENT	PNN-051		PW-207	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	規律違反/ハラスメント/窃盗/賭博/八百長/裏金等をスパイスとして扱う	CORRECTED
EVENT-PNN-051-ADDED-PW-208	EVENT	PNN-051		PW-208	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	重大不祥事は非常に低頻度・高影響に校正する	CORRECTED
EVENT-PNN-051-ADDED-PW-210	EVENT	PNN-051		PW-210	ADDED_SEMANTICALLY_REQUIRED	INTEGRITY	実在人物に架空の重大犯罪/ハラスメントを標準生成しない	CORRECTED
EVENT-PNN-051-ADDED-PW-214	EVENT	PNN-051		PW-214	ADDED_SEMANTICALLY_REQUIRED	HISTORY	球団の順位/人事/補強/革新/不祥事/制度議論等を球団史に保存	CORRECTED
EVENT-PNN-051-ADDED-PW-216	EVENT	PNN-051		PW-216	ADDED_SEMANTICALLY_REQUIRED	HISTORY	ニュースで数字を物語化する	CORRECTED
EVENT-PNN-052-PW-201	EVENT	PNN-052	PW-201		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	球団数12を初期条件とし14/16等への拡張を可能にする	CORRECTED
EVENT-PNN-052-PW-202	EVENT	PNN-052	PW-202		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	拡張時にExpansion Draftを実施可能	CORRECTED
EVENT-PNN-052-PW-203	EVENT	PNN-052	PW-203		REMOVED_SEMANTICALLY_MISMATCHED	GOVERNANCE	league/地区/CS/Japan Series/interleague/試合数を変更可能	CORRECTED
