stable_player_key,npb_name,mlb_name,season,edition,the_show_speed_median,the_show_stealing_median,the_show_baserunning_aggression_median,the_show_speed_percentile,mlb_sprint_speed_avg,powerpro_work,powerpro_speed,powerpro_speed_percentile,powerpro_temporal_gap_years,role,physical_truth_guard
PROEYE:63065150,チェイビス,Michael Chavis,2023,23,80.0,10.0,24.0,0.9342789598108747,28.459999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63065150,チェイビス,Michael Chavis,2024,24,80.0,10.0,24.0,0.9328891004283675,28.459999999999997,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63165132,吉田 正尚,Masataka Yoshida,2023,23,74.0,31.0,28.0,0.8841607565011821,26.23333333333333,2020,57.0,0.3023255813953488,3,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63165132,吉田 正尚,Masataka Yoshida,2024,24,37.0,31.0,28.0,0.3553069966682532,26.23333333333333,2020,57.0,0.3023255813953488,4,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63165132,吉田 正尚,Masataka Yoshida,2025,25,37.0,30.0,20.0,0.35180836073273836,26.23333333333333,2020,57.0,0.3023255813953488,5,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63165132,吉田 正尚,Masataka Yoshida,2026,26,40.0,15.0,10.0,0.5270492047862023,26.23333333333333,2020,57.0,0.3023255813953488,6,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63265155,キブレハン,Patrick Kivlehan,2022,22,54.0,2.0,21.0,0.7347194388777555,28.3,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63565157,アストゥディーヨ,Willians Astudillo,2021,21,6.0,0.0,32.0,0.02820267686424474,24.375,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63565157,アストゥディーヨ,Willians Astudillo,2022,22,7.0,0.0,32.0,0.029559118236472944,24.375,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63565157,アストゥディーヨ,Willians Astudillo,2023,23,7.0,0.0,32.0,0.022458628841607566,24.375,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63765153,ディクソン,Brandon Dixon,2021,21,72.0,0.0,24.0,0.8996175908221797,28.599999999999998,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63765153,ディクソン,Brandon Dixon,2023,23,61.0,16.0,12.0,0.7614657210401892,28.599999999999998,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63765153,ディクソン,Brandon Dixon,2024,24,61.0,16.0,12.0,0.7615421227986673,28.599999999999998,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63765159,スティーブンソン,Andrew Stevenson,2021,21,87.0,54.0,52.0,0.9804015296367112,28.833333333333332,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63765159,スティーブンソン,Andrew Stevenson,2022,22,88.0,54.0,52.0,0.9757014028056112,28.833333333333332,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63765159,スティーブンソン,Andrew Stevenson,2023,23,88.0,54.0,52.0,0.9716312056737588,28.833333333333332,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63965157,フランコ,Maikel Franco,2021,21,28.0,1.0,4.0,0.3004302103250478,25.6125,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:63965157,フランコ,Maikel Franco,2022,22,17.0,1.0,4.0,0.07114228456913828,25.6125,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:73075155,バレラ,Breyvic Valera,2021,21,59.0,39.0,41.0,0.7963671128107075,27.46666666666667,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:73375151,オースティン,Tyler Austin,2026,26,51.0,26.0,24.0,0.6802285680183809,26.950000000000003,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:73975157,ノイジー,Sheldon Neuse,2021,21,50.0,28.0,18.0,0.7246653919694073,26.399999999999995,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:73975157,ノイジー,Sheldon Neuse,2022,22,50.0,28.0,18.0,0.7016533066132264,26.399999999999995,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:81785137,鈴　木,Seiya Suzuki,2022,22,74.0,36.0,32.0,0.8990480961923848,28.375,2020,68.0,0.5910852713178295,2,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:81785137,鈴　木,Seiya Suzuki,2023,23,71.0,18.0,32.0,0.857210401891253,28.375,2020,68.0,0.5910852713178295,3,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:81785137,鈴　木,Seiya Suzuki,2024,24,74.0,18.0,32.0,0.8807710613993337,28.375,2020,68.0,0.5910852713178295,4,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:81785137,鈴　木,Seiya Suzuki,2025,25,70.0,42.0,58.0,0.8400657585720995,28.375,2020,68.0,0.5910852713178295,5,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:81785137,鈴　木,Seiya Suzuki,2026,26,72.0,35.0,53.0,0.867916927759377,28.375,2020,68.0,0.5910852713178295,6,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83585150,ディアス,Jordan Diaz,2022,22,65.0,30.0,30.0,0.8304108216432866,25.700000000000003,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83585150,ディアス,Jordan Diaz,2023,23,65.0,30.0,30.0,0.8044917257683215,25.700000000000003,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83585150,ディアス,Jordan Diaz,2024,24,22.0,30.0,30.0,0.07139457401237506,25.700000000000003,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83785155,ガルビス,Freddy Galvis,2021,21,31.0,20.0,33.0,0.37141491395793497,26.642857142857142,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83785157,シュウィンデル,Frank Schwindel,2021,21,39.0,15.0,12.0,0.5705066921606119,25.9,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83785157,シュウィンデル,Frank Schwindel,2022,22,36.0,15.0,12.0,0.42034068136272545,25.9,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83985157,ブリンソン,Lewis Brinson,2021,21,84.0,7.0,52.0,0.9725143403441683,29.0,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:83985157,ブリンソン,Lewis Brinson,2022,22,79.0,7.0,52.0,0.9318637274549099,29.0,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:93095153,ラベロ,Rangel Ravelo,2021,21,55.0,23.0,19.0,0.7624282982791587,25.65,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:93095159,レイノルズ,Matt Reynolds,2022,22,52.0,19.0,12.0,0.7194388777555111,27.5,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
PROEYE:93095159,レイノルズ,Matt Reynolds,2023,23,56.0,10.0,12.0,0.7167848699763594,27.5,,,,,CROSS_TIME_PLAYER_TRAJECTORY,"The Show and PowerPro are external game appraisal/context, not physical ground truth."
