"record_id","player","canonical_player_id","team","game","edition_or_update","attribute_name","attribute_value","source_url","collected_at","acquisition_status","current_attempted_routes","historical_attempted_routes","reason"
"SPCH-20260813-044","長岡 秀樹","51455151","東京ヤクルトスワローズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/swallows-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-045","太田 光","71375138","東北楽天ゴールデンイーグルス","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/eagles-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-046","村林 一輝","41845132","東北楽天ゴールデンイーグルス","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/eagles-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-047","浅村 栄斗","51155118","東北楽天ゴールデンイーグルス","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/eagles-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-048","鈴木 大地","81985135","東北楽天ゴールデンイーグルス","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/eagles-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-049","京田 陽太","81585134","横浜DeNAベイスターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/baystars-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-050","佐野 恵太","91995134","横浜DeNAベイスターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/baystars-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-051","宮﨑 敏郎","51455137","横浜DeNAベイスターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/baystars-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-052","林 琢真","91695157","横浜DeNAベイスターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/baystars-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-053","梶原 昂希","51555155","横浜DeNAベイスターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/baystars-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-054","筒香 嘉智","41945131","横浜DeNAベイスターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/baystars-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-055","蝦名 達夫","51555151","横浜DeNAベイスターズ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/baystars-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-056","今宮 健太","31335131","福岡ソフトバンクホークス","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/hawks-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-057","正木 智也","81885155","福岡ソフトバンクホークス","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/hawks-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-058","丸 佳浩","21425116","読売ジャイアンツ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/giants-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-059","吉川 尚輝","73375134","読売ジャイアンツ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/giants-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-060","大城 卓三","21325136","読売ジャイアンツ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/giants-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-061","岸田 行倫","91595136","読売ジャイアンツ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/giants-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-062","松本 剛","21625135","読売ジャイアンツ","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/giants-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-063","木浪 聖也","31735138","阪神タイガース","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/tigers-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
"SPCH-20260813-064","梅野 隆太郎","21325139","阪神タイガース","Pro Yakyuu Spirits 2026 / ProspiA","2026 opening / historical check through 2025S2 and 2024S2","走力","","https://prospi-player.com/tigers-2026-kaimaku/","2026-08-13T19:55:09.7066386+09:00","INSUFFICIENT","Official 2026 release and team roster page identified; per-player ability image path inspected. No validated machine-readable 走力 value was obtainable; image OCR was not reliable enough to transcribe a number.","ProspiA structured databases 2025 Series2 and 2024 Series2 identified; no verified, player-specific historical 走力 value was collected in this checkpoint. Historical value intentionally left blank.","No value inferred from ability images or search snippets. This row preserves both current and historical collection attempts for the owner-review candidate."
