queue_row_key,queue_order,player,team,stable_player_key,production_player_id,canonical_crosswalk_key,identity_status,batting_coverage,sp100_selection,npb_plus_top_speed_kmh,npb_top_speed_z,rank_fastest_in_current_100,provisional_display_point,measurement_reliability,existing_provisional_physical_point,existing_provisional_t90,sp022_state,sp022_value_z,sp022_sigma,sp075_active_context,sp075_active_source_row_count,sp074_classification,source_best_evidence_tier,decision_usable_evidence_tier,owner_verdict_status,sp100_provisional,sp071_provisional
SP077:PROEYE:71975136,58,塩見 泰隆,東京ヤクルトスワローズ,PROEYE:71975136,71975136,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,32.3,0.5493,31,80.4,NOT_IDENTIFIABLE,71.809,3.978924,COMPARABLE_2025_STATISTICAL_PROXY,0.7227,0.97,true,3,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:51355155,59,岩田 幸宏,東京ヤクルトスワローズ,PROEYE:51355155,51355155,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,33.6,1.5873,5,100,NOT_IDENTIFIABLE,83.477,3.846925,COMPARABLE_2025_STATISTICAL_PROXY,2.0394,0.202549,true,2,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:51455151,60,長岡 秀樹,東京ヤクルトスワローズ,PROEYE:51455151,51455151,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.6,-0.0096,49,64.6,NOT_IDENTIFIABLE,65.527,4.05,COMPARABLE_2025_STATISTICAL_PROXY,-0.1817,0.249839,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:71375138,61,太田 光,東北楽天ゴールデンイーグルス,PROEYE:71375138,71375138,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.5,-0.8879,80,39.7,NOT_IDENTIFIABLE,55.654,4.161691,COMPARABLE_2025_STATISTICAL_PROXY,-0.3327,0.264889,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:41845132,62,村林 一輝,東北楽天ゴールデンイーグルス,PROEYE:41845132,41845132,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,34.5,2.3059,2,100,NOT_IDENTIFIABLE,91.555,3.755541,COMPARABLE_2025_STATISTICAL_PROXY,0.2155,0.171698,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:51155118,63,浅村 栄斗,東北楽天ゴールデンイーグルス,PROEYE:51155118,51155118,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.5,-0.8879,80,39.7,NOT_IDENTIFIABLE,55.654,4.161691,COMPARABLE_2025_STATISTICAL_PROXY,-0.6301,0.205602,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:73175138,64,渡邊 佳明,東北楽天ゴールデンイーグルス,PROEYE:73175138,73175138,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.3,-1.0475,86,35.2,NOT_IDENTIFIABLE,53.859,4.181999,COMPARABLE_2025_STATISTICAL_PROXY,-0.3715,0.309646,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:81985135,65,鈴木 大地,東北楽天ゴールデンイーグルス,PROEYE:81985135,81985135,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,29,-2.0855,100,5.8,NOT_IDENTIFIABLE,42.191,4.313997,COMPARABLE_2025_STATISTICAL_PROXY,-0.2356,0.285051,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:81585134,66,京田 陽太,横浜DeNAベイスターズ,PROEYE:81585134,81585134,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.1,-0.4088,65,53.3,NOT_IDENTIFIABLE,61.039,4.100769,COMPARABLE_2025_STATISTICAL_PROXY,0.0192,0.277215,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:91995134,67,佐野 恵太,横浜DeNAベイスターズ,PROEYE:91995134,91995134,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.6,-0.808,75,42,NOT_IDENTIFIABLE,56.552,4.151537,COMPARABLE_2025_STATISTICAL_PROXY,-0.5174,0.169834,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:51455137,68,宮﨑 敏郎,横浜DeNAベイスターズ,PROEYE:51455137,51455137,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.3,-1.0475,86,35.2,NOT_IDENTIFIABLE,53.859,4.181999,COMPARABLE_2025_STATISTICAL_PROXY,-0.3563,0.215995,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:23125136,69,山本 祐大,横浜DeNAベイスターズ,PROEYE:23125136,23125136,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31,-0.4886,69,51,NOT_IDENTIFIABLE,60.142,4.110922,COMPARABLE_2025_STATISTICAL_PROXY,-0.1078,0.218432,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:33535159,70,度会 隆輝,横浜DeNAベイスターズ,PROEYE:33535159,33535159,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.7,0.0703,42,66.9,NOT_IDENTIFIABLE,66.424,4.039846,COMPARABLE_2025_STATISTICAL_PROXY,0.1642,0.233183,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:91695157,71,林 琢真,横浜DeNAベイスターズ,PROEYE:91695157,91695157,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,32,0.3098,36,73.6,NOT_IDENTIFIABLE,69.117,4.009385,COMPARABLE_2025_STATISTICAL_PROXY,0.1094,0.237434,false,0,TEMPORALLY_CONFOUNDED,B,STANDARDIZED_SHORT_DISTANCE_PRIOR,NOT_ENTERED,false,true
SP077:PROEYE:51555155,72,梶原 昂希,横浜DeNAベイスターズ,PROEYE:51555155,51555155,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,33.4,1.4276,9,100,NOT_IDENTIFIABLE,81.682,3.867233,COMPARABLE_2025_STATISTICAL_PROXY,0.6278,0.306235,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:13115153,73,牧 秀悟,横浜DeNAベイスターズ,PROEYE:13115153,13115153,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.6,-0.0096,49,64.6,NOT_IDENTIFIABLE,65.527,4.05,COMPARABLE_2025_STATISTICAL_PROXY,-0.171,0.20509,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:41945131,74,筒香 嘉智,横浜DeNAベイスターズ,PROEYE:41945131,41945131,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.2,-1.1274,89,32.9,NOT_IDENTIFIABLE,52.962,4.192152,COMPARABLE_2025_STATISTICAL_PROXY,-0.7166,0.251708,false,0,TEMPORALLY_CONFOUNDED,A,CURRENT_DIRECT_T90_CANDIDATE,NOT_ENTERED,false,true
SP077:PROEYE:51555151,75,蝦名 達夫,横浜DeNAベイスターズ,PROEYE:51555151,51555151,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.4,-0.1693,55,60.1,NOT_IDENTIFIABLE,63.732,4.070307,COMPARABLE_2025_STATISTICAL_PROXY,0.4,0.202549,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:31335131,76,今宮 健太,福岡ソフトバンクホークス,PROEYE:31335131,31335131,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.4,-0.9677,84,37.5,NOT_IDENTIFIABLE,54.757,4.171845,COMPARABLE_2025_STATISTICAL_PROXY,-0.2223,0.296591,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:21925136,77,周東 佑京,福岡ソフトバンクホークス,PROEYE:21925136,21925136,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,35,2.7051,1,100,NOT_IDENTIFIABLE,96.042,3.704773,COMPARABLE_2025_STATISTICAL_PROXY,1.1885,0.195638,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:21425139,78,山川 穂高,福岡ソフトバンクホークス,PROEYE:21425139,21425139,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,29.4,-1.7661,95,14.8,NOT_IDENTIFIABLE,45.781,4.273382,COMPARABLE_2025_STATISTICAL_PROXY,-1.0266,0.182114,true,2,TEMPORALLY_CONFOUNDED,D,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:31835133,79,柳田 悠岐,福岡ソフトバンクホークス,PROEYE:31835133,31835133,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,32.1,0.3896,33,75.9,NOT_IDENTIFIABLE,70.014,3.999231,COMPARABLE_2025_STATISTICAL_PROXY,-0.1799,0.43203,true,1,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:73175151,80,柳町 達,福岡ソフトバンクホークス,PROEYE:73175151,73175151,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.5,-0.0894,53,62.3,NOT_IDENTIFIABLE,64.629,4.060154,COMPARABLE_2025_STATISTICAL_PROXY,0.079,0.178329,false,0,TEMPORALLY_CONFOUNDED,D,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:01705130,81,栗原 陵矢,福岡ソフトバンクホークス,PROEYE:01705130,01705130,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.3,-0.2491,59,57.8,NOT_IDENTIFIABLE,62.834,4.080461,COMPARABLE_2025_STATISTICAL_PROXY,-0.2465,0.222273,false,0,TEMPORALLY_CONFOUNDED,D,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:81885155,82,正木 智也,福岡ソフトバンクホークス,PROEYE:81885155,81885155,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.1,-0.4088,65,53.3,NOT_IDENTIFIABLE,61.039,4.100769,COMPARABLE_2025_STATISTICAL_PROXY,-0.325,0.464733,false,0,TEMPORALLY_CONFOUNDED,D,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:81385151,83,海野 隆司,福岡ソフトバンクホークス,PROEYE:81385151,81385151,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.3,-1.0475,86,35.2,NOT_IDENTIFIABLE,53.859,4.181999,COMPARABLE_2025_STATISTICAL_PROXY,-0.1808,0.241091,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:61465133,84,牧原 大成,福岡ソフトバンクホークス,PROEYE:61465133,61465133,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,33.5,1.5074,7,100,NOT_IDENTIFIABLE,82.58,3.857079,COMPARABLE_2025_STATISTICAL_PROXY,1.0298,0.192723,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:41745135,85,近藤 健介,福岡ソフトバンクホークス,PROEYE:41745135,41745135,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.2,-0.329,62,55.6,NOT_IDENTIFIABLE,61.937,4.090615,COMPARABLE_2025_STATISTICAL_PROXY,-0.4147,0.230951,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:21425116,86,丸 佳浩,読売ジャイアンツ,PROEYE:21425116,21425116,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.4,-0.1693,55,60.1,NOT_IDENTIFIABLE,63.732,4.070307,COMPARABLE_2025_STATISTICAL_PROXY,-0.4739,0.211011,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:51955159,87,佐々木 俊輔,読売ジャイアンツ,PROEYE:51955159,51955159,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,33,1.1082,13,96.3,NOT_IDENTIFIABLE,78.092,3.907848,COMPARABLE_2025_STATISTICAL_PROXY,0.4387,0.314085,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:73375134,88,吉川 尚輝,読売ジャイアンツ,PROEYE:73375134,73375134,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,32.5,0.709,26,85,NOT_IDENTIFIABLE,73.604,3.958616,COMPARABLE_2025_STATISTICAL_PROXY,0.612,0.190168,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:21325136,89,大城 卓三,読売ジャイアンツ,PROEYE:21325136,21325136,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,29.2,-1.9258,98,10.3,NOT_IDENTIFIABLE,43.986,4.29369,COMPARABLE_2025_STATISTICAL_PROXY,-0.8725,0.390784,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:91595136,90,岸田 行倫,読売ジャイアンツ,PROEYE:91595136,91595136,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,29.4,-1.7661,95,14.8,NOT_IDENTIFIABLE,45.781,4.273382,COMPARABLE_2025_STATISTICAL_PROXY,-0.3101,0.233931,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:21625135,91,松本 剛,読売ジャイアンツ,PROEYE:21625135,21625135,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,31.4,-0.1693,55,60.1,NOT_IDENTIFIABLE,63.732,4.070307,COMPARABLE_2025_STATISTICAL_PROXY,0.0196,0.294351,false,0,TEMPORALLY_CONFOUNDED,B,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:41445153,92,中野 拓夢,阪神タイガース,PROEYE:41445153,41445153,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,32.9,1.0284,17,94,NOT_IDENTIFIABLE,77.195,3.918001,COMPARABLE_2025_STATISTICAL_PROXY,0.902,0.161815,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:61065137,93,伏見 寅威,阪神タイガース,PROEYE:61065137,61065137,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,29.1,-2.0057,99,8.1,NOT_IDENTIFIABLE,43.089,4.303844,COMPARABLE_2025_STATISTICAL_PROXY,-0.8004,0.30209,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:41045153,94,佐藤 輝明,阪神タイガース,PROEYE:41045153,41045153,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,32.1,0.3896,33,75.9,NOT_IDENTIFIABLE,70.014,3.999231,COMPARABLE_2025_STATISTICAL_PROXY,-0.0527,0.165691,true,2,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:11915132,95,坂本 誠志郎,阪神タイガース,PROEYE:11915132,11915132,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.2,-1.1274,89,32.9,NOT_IDENTIFIABLE,52.962,4.192152,COMPARABLE_2025_STATISTICAL_PROXY,-0.5339,0.19937,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:21325134,96,大山 悠輔,阪神タイガース,PROEYE:21325134,21325134,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.5,-0.8879,80,39.7,NOT_IDENTIFIABLE,55.654,4.161691,COMPARABLE_2025_STATISTICAL_PROXY,-0.6112,0.167131,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:31535138,97,小幡 竜平,阪神タイガース,PROEYE:31535138,31535138,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,32.8,0.9485,19,91.7,NOT_IDENTIFIABLE,76.297,3.928155,COMPARABLE_2025_STATISTICAL_PROXY,0.2723,0.234682,false,0,TEMPORALLY_CONFOUNDED,B,HISTORICAL_PROFILE_HINT,NOT_ENTERED,false,true
SP077:PROEYE:31735138,98,木浪 聖也,阪神タイガース,PROEYE:31735138,31735138,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30,-1.2871,92,28.4,NOT_IDENTIFIABLE,51.166,4.21246,COMPARABLE_2025_STATISTICAL_PROXY,-0.2125,0.281698,true,1,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:21325139,99,梅野 隆太郎,阪神タイガース,PROEYE:21325139,21325139,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.6,-0.808,75,42,NOT_IDENTIFIABLE,56.552,4.151537,COMPARABLE_2025_STATISTICAL_PROXY,-0.3795,0.344,false,0,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
SP077:PROEYE:43145157,100,森下 翔太,阪神タイガース,PROEYE:43145157,43145157,,SOURCE_PLAYER_ID_PRESENT,NOT_EVALUATED_BY_SP098,N_PRIMARY_CURRENT_2026,30.5,-0.8879,80,39.7,NOT_IDENTIFIABLE,55.654,4.161691,COMPARABLE_2025_STATISTICAL_PROXY,-0.0603,0.162461,true,2,TEMPORALLY_CONFOUNDED,unknown,SPRINT_ONLY,NOT_ENTERED,false,true
