queue_order,stable_player_key,player_id,player,team,latent_speed_percentile_point,latent_speed_percentile_interval,provisional_practical_rating,provisional_practical_rating_interval,rank_fastest,rank_percentile,confidence,evidence_state,conflict_state,physical_family_count,physical_family_weights,missing_physical_lanes,material_evidence_ids,reasons,material_conflicts,change_vs_pre_sp079_project,pre_sp079_project_rating_for_comparison_only,powerpro_difference_for_qa_only,scale_status,owner_verdict_state,owner_verdict_count
31,PROEYE:71275157,71275157,友杉 篤輝,千葉ロッテマリーンズ,0.722669,"[0.0295,1]",72,"[3,100]",18,0.828283,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""SHORT_DISTANCE"":0.333333}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:71275157"",""SP104-PHYS-0446"",""SP104-PHYS-0354"",""SP104-PHYS-0355"",""SP104-PHYS-0445""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-3,75,-15,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
32,PROEYE:81885136,81885136,安田 尚憲,千葉ロッテマリーンズ,0.0416,"[0,0.2457]",4,"[0,25]",95,0.050505,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,2,"{""PEAK"":0.5,""SHORT_DISTANCE"":0.5}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:81885136"",""SP104-PHYS-0455""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-44,48,-42,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
33,PROEYE:11715153,11715153,小川 龍成,千葉ロッテマリーンズ,0.8889,"[0.6789,1]",89,"[68,100]",4,0.969697,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:11715153""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],7,82,3,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
34,PROEYE:91895138,91895138,山口 航輝,千葉ロッテマリーンズ,0.3718,"[0,0.8311]",37,"[0,83]",61,0.393939,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,2,"{""PEAK"":0.5,""SHORT_DISTANCE"":0.5}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:91895138"",""SP104-PHYS-0450""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.4686""]",-31,68,-15,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
35,PROEYE:11515139,11515139,岡 大海,千葉ロッテマリーンズ,0.54755,"[0,0.9826]",55,"[0,98]",36,0.646465,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,2,"{""PEAK"":0.5,""SHORT_DISTANCE"":0.5}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:11515139"",""SP104-PHYS-0255""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.4201""]",-20,75,-27,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
36,PROEYE:31635138,31635138,藤原 恭大,千葉ロッテマリーンズ,0.689758,"[0,1]",69,"[0,100]",20,0.808081,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""SHORT_DISTANCE"":0.333333}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:31635138"",""SP104-PHYS-0040"",""SP104-PHYS-0047""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.6292""]",-9,78,-16,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
37,PROEYE:41645136,41645136,藤岡 裕大,千葉ロッテマリーンズ,0.2929,"[0.0829,0.5029]",29,"[8,50]",70,0.30303,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:41645136""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-29,58,-36,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
38,PROEYE:11215151,11215151,髙部 瑛斗,千葉ロッテマリーンズ,0.8685,"[0.3175,1]",87,"[32,100]",6,0.949495,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,2,"{""PEAK"":0.5,""SHORT_DISTANCE"":0.5}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:11215151"",""SP104-PHYS-0441""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],4,83,-3,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
39,PROEYE:81785155,81785155,古賀 悠斗,埼玉西武ライオンズ,0.2121,"[0.0021,0.4221]",21,"[0,42]",74,0.262626,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:81785155""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-36,57,-26,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
40,PROEYE:41245130,41245130,外崎 修汰,埼玉西武ライオンズ,0.385704,"[0,0.9119]",39,"[0,91]",60,0.40404,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,2,"{""PEAK"":0.5,""ACCELERATION_H2F"":0.5}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:41245130"",""SP104-PHYS-0033""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.6024""]",-33,72,-29,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
41,PROEYE:71775134,71775134,源田 壮亮,埼玉西武ライオンズ,0.685277,"[0,1]",69,"[0,100]",22,0.787879,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,2,"{""PEAK"":0.5,""ACCELERATION_H2F"":0.5}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:71775134"",""SP104-PHYS-0035"",""SP104-PHYS-0036"",""SP104-PHYS-0037"",""SP104-PHYS-0038"",""SP104-PHYS-0039""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-8,77,-11,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
42,PROEYE:51255155,51255155,滝澤 夏央,埼玉西武ライオンズ,0.818,"[0.3175,1]",82,"[32,100]",12,0.888889,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,2,"{""PEAK"":0.5,""SHORT_DISTANCE"":0.5}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:51255155"",""SP104-PHYS-0442""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],4,78,-3,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
43,PROEYE:21125134,21125134,石井 一成,埼玉西武ライオンズ,0.7576,"[0.5476,0.9676]",76,"[55,97]",16,0.848485,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:21125134""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],1,75,-3,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
44,PROEYE:43745150,43745150,ファビアン,広島東洋カープ,0.4242,"[0.1892,0.6592]",42,"[19,66]",54,0.464646,LOW,NO_COMMON_SUPPORT_WIDE_INTERVAL,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:43745150""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-22,64,-19,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
45,PROEYE:53955150,53955150,モンテロ,広島東洋カープ,0.406814,"[0,1]",41,"[0,100]",58,0.424242,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""END_TO_END_90FT"":0.333333}","[""SHORT_DISTANCE_30M_50M"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:53955150"",""SP104-PHYS-0136"",""SP104-PHYS-0142"",""SP104-PHYS-0148"",""MLB90:PROEYE:53955150:2022:102"",""MLB90:PROEYE:53955150:2023:103"",""MLB90:PROEYE:53955150:2024:104""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""direct or standardized 90ft evidence is present"",""same-player official MLB running evidence is used as season-bounded context"",""The Show is retained as external ordinal/context evidence only"",""valid analog common support is retained as bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.3251""]",-11,52,-8,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
46,BM_PLAYER:20230057,,名原 典彦,広島東洋カープ,0.9697,"[0.7447,1]",97,"[74,100]",1,1,LOW,NO_COMMON_SUPPORT_WIDE_INTERVAL,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:BM_PLAYER:20230057""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],,,,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
47,PROEYE:11915134,11915134,坂倉 将吾,広島東洋カープ,0.1498,"[0,0.3871]",15,"[0,39]",85,0.151515,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,2,"{""PEAK"":0.5,""SHORT_DISTANCE"":0.5}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:11915134"",""SP104-PHYS-0265""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-42,57,-53,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
48,PROEYE:01705138,01705138,小園 海斗,広島東洋カープ,0.285117,"[0,0.6896]",29,"[0,69]",71,0.292929,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,2,"{""PEAK"":0.5,""ACCELERATION_H2F"":0.5}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:01705138"",""SP104-PHYS-0093""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.359""]",-36,65,-50,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
49,PROEYE:93395153,93395153,矢野 雅哉,広島東洋カープ,0.459425,"[0.0376,1]",46,"[4,100]",50,0.505051,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,2,"{""PEAK"":0.5,""SHORT_DISTANCE"":0.5}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:93395153"",""SP104-PHYS-0045"",""SP104-PHYS-0263""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.3937""]",-11,57,-32,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
50,PROEYE:31135133,31135133,秋山 翔吾,広島東洋カープ,0.649326,"[0,1]",65,"[0,100]",26,0.747475,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""END_TO_END_90FT"":0.333333}","[""SHORT_DISTANCE_30M_50M"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:31135133"",""SP104-PHYS-0134"",""SP104-PHYS-0140"",""SP104-PHYS-0146"",""MLB90:PROEYE:31135133:2020:120"",""MLB90:PROEYE:31135133:2021:121""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""direct or standardized 90ft evidence is present"",""same-player official MLB running evidence is used as season-bounded context"",""The Show is retained as external ordinal/context evidence only"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-1,66,-12,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
51,PROEYE:61565135,61565135,菊池 涼介,広島東洋カープ,0.596,"[0.386,0.806]",60,"[39,81]",33,0.676768,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:61565135""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-7,67,-12,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
52,PROEYE:01405130,01405130,野間 峻祥,広島東洋カープ,0.5253,"[0.3153,0.7353]",53,"[32,74]",37,0.636364,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:01405130""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-13,66,-35,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
53,PROEYE:53755153,53755153,サンタナ,東京ヤクルトスワローズ,0.39907,"[0,1]",40,"[0,100]",59,0.414141,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""END_TO_END_90FT"":0.333333}","[""SHORT_DISTANCE_30M_50M"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:53755153"",""SP104-PHYS-0132"",""SP104-PHYS-0138"",""MLBEXPOSUREH2F:PROEYE:53755153:2020:49"",""SP104-PHYS-0144"",""MLB90:PROEYE:53755153:2015:39"",""MLB90:PROEYE:53755153:2016:40"",""MLB90:PROEYE:53755153:2017:41"",""MLB90:PROEYE:53755153:2018:42"",""MLB90:PROEYE:53755153:2019:43""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""direct or standardized 90ft evidence is present"",""same-player official MLB running evidence is used as season-bounded context"",""valid analog common support is retained as bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-18,58,-7,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
54,PROEYE:91695153,91695153,並木 秀尊,東京ヤクルトスワローズ,0.630356,"[0,1]",63,"[0,100]",29,0.717172,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""SHORT_DISTANCE"":0.333333}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:91695153"",""SP104-PHYS-0152"",""SP104-PHYS-0041"",""SP104-PHYS-0042"",""SP104-PHYS-0259"",""SP104-PHYS-0260""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.7685""]",-22,85,-34,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
55,PROEYE:51255118,51255118,中村 悠平,東京ヤクルトスワローズ,0.1515,"[0,0.3615]",15,"[0,36]",83,0.171717,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:51255118""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-40,55,-41,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
56,PROEYE:93195155,93195155,丸山 和郁,東京ヤクルトスワローズ,0.678951,"[0.032887,1]",68,"[3,100]",23,0.777778,MEDIUM,DIRECT_MULTI_CONSTRUCT,NONE,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""SHORT_DISTANCE"":0.333333}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:93195155"",""SP104-PHYS-0099"",""SP104-PHYS-0098""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""native 30m/50m short-distance evidence is retained without distance conversion"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-5,73,-18,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
57,PROEYE:01705134,01705134,古賀 優大,東京ヤクルトスワローズ,0.6566,"[0.4466,0.8666]",66,"[45,87]",25,0.757576,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:01705134""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],-4,70,20,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
58,PROEYE:71975136,71975136,塩見 泰隆,東京ヤクルトスワローズ,0.518579,"[0,1]",52,"[0,100]",41,0.59596,VERY_LOW,UNRESOLVED,MATERIAL_DIRECT_CONFLICT,3,"{""PEAK"":0.333333,""ACCELERATION_H2F"":0.333333,""SHORT_DISTANCE"":0.333333}","[""DIRECT_T90_OR_STANDARDIZED_90FT"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:71975136"",""SP104-PHYS-0343"",""SP104-PHYS-0344"",""SP104-PHYS-0010"",""SP104-PHYS-0022""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""bounded acceleration/H2F evidence is present without treating H2F as T90"",""native 30m/50m short-distance evidence is retained without distance conversion"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]","[""physical_family_spread=0.7562""]",-20,72,-31,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
59,PROEYE:51355155,51355155,岩田 幸宏,東京ヤクルトスワローズ,0.9495,"[0.7395,1]",95,"[74,100]",2,0.989899,LOW,SUPPORTED_ANALOG_OR_ORDINAL_RANGE,NONE,1,"{""PEAK"":1}","[""CURRENT_ACCELERATION_H2F"",""DIRECT_T90_OR_STANDARDIZED_90FT"",""SHORT_DISTANCE_30M_50M"",""MATCHED_MLB_RUNNING_SPLITS"",""THE_SHOW_SPEED_CONTEXT"",""AGE"",""INJURY""]","[""SP100:2026:PROEYE:51355155""]","[""current NPB+ peak speed is retained as a distinct peak lane"",""valid analog common support is retained as bounded context only"",""mixed statistical proxies are retained only as uncertainty/confounder context"",""community physical observations are bounded context only"",""missing physical lanes widen the interval; missingness is not interpreted as slow""]",[],12,83,-1,PROVISIONAL_PENDING_SP071_SP072,NOT_ENTERED,0
