pair_id,speed_threshold_kmh,age_band,age_max_gap_years,group_comparison,left_player_id,left_player,left_team,left_group,left_position,left_age,left_sprint_kmh,left_powerpro_2026,left_residual_a,left_residual_b,right_player_id,right_player,right_team,right_group,right_position,right_age,right_sprint_kmh,right_powerpro_2026,right_residual_a,right_residual_b,sprint_speed_gap_kmh,age_gap_years,powerpro_left_minus_right,residual_a_left_minus_right,residual_b_left_minus_right
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0009,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,31435157,奈良間 大己,北海道日本ハムファイターズ,MIDDLE_NEUTRAL,2B,,31.7,64,2,3,31135133,秋山 翔吾,広島東洋カープ,CORNER_CATCHER,LF,,31.6,77,-11,-10,0.1,,-13,13,13
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0010,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,41645136,藤岡 裕大,千葉ロッテマリーンズ,MIDDLE_NEUTRAL,2B,,30.8,65,-7,-7,41645139,若月 健矢,オリックス・バファローズ,CORNER_CATCHER,C,,30.7,48,9,9,0.1,,17,-16,-16
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0011,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,41645136,藤岡 裕大,千葉ロッテマリーンズ,MIDDLE_NEUTRAL,2B,,30.8,65,-7,-7,53755153,サンタナ,東京ヤクルトスワローズ,CORNER_CATCHER,LF,,30.8,47,11,11,0,,18,-18,-18
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0012,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,41245130,外崎 修汰,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.3,68,4,4,51055138,田宮 裕涼,北海道日本ハムファイターズ,CORNER_CATCHER,C,,32.4,68,5,5,0.1,,0,-1,-1
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0013,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,21125134,石井 一成,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.6,79,-4,-4,31835134,細川 成也,中日ドラゴンズ,CORNER_CATCHER,LF,,32.7,60,15,15,0.1,,19,-19,-19
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0014,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,21125134,石井 一成,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.6,79,-4,-4,21925151,郡司 裕也,北海道日本ハムファイターズ,CORNER_CATCHER,3B,,32.7,61,14,14,0.1,,18,-18,-18
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0015,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,21125134,石井 一成,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.6,79,-4,-4,11515139,岡 大海,千葉ロッテマリーンズ,CORNER_CATCHER,1B,,32.6,82,-7,-7,0,,-3,3,3
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0016,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,61565135,菊池 涼介,広島東洋カープ,MIDDLE_NEUTRAL,2B,,31.8,72,-5,-5,11815130,宗 佑磨,オリックス・バファローズ,CORNER_CATCHER,3B,,31.9,76,-8,-8,0.1,,-4,3,3
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0017,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,61565135,菊池 涼介,広島東洋カープ,MIDDLE_NEUTRAL,2B,,31.8,72,-5,-5,41545136,清宮 幸太郎,北海道日本ハムファイターズ,CORNER_CATCHER,1B,,31.7,56,10,10,0.1,,16,-15,-15
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0018,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,61565135,菊池 涼介,広島東洋カープ,MIDDLE_NEUTRAL,2B,,31.8,72,-5,-5,31435138,野村 佑希,北海道日本ハムファイターズ,CORNER_CATCHER,LF,,31.7,52,14,14,0.1,,20,-19,-19
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0019,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,61565135,菊池 涼介,広島東洋カープ,MIDDLE_NEUTRAL,2B,,31.8,72,-5,-5,91895138,山口 航輝,千葉ロッテマリーンズ,CORNER_CATCHER,LF,,31.9,52,16,16,0.1,,20,-21,-21
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0020,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,61565135,菊池 涼介,広島東洋カープ,MIDDLE_NEUTRAL,2B,,31.8,72,-5,-5,53955150,モンテロ,広島東洋カープ,CORNER_CATCHER,1B,,31.9,49,19,3,0.1,,23,-24,-8
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0021,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,91695157,林 琢真,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,32,82,-13,-8,11815130,宗 佑磨,オリックス・バファローズ,CORNER_CATCHER,3B,,31.9,76,-8,-8,0.1,,6,-5,0
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0022,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,91695157,林 琢真,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,32,82,-13,-8,91895138,山口 航輝,千葉ロッテマリーンズ,CORNER_CATCHER,LF,,31.9,52,16,16,0.1,,30,-29,-24
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0023,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,91695157,林 琢真,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,32,82,-13,-8,53955150,モンテロ,広島東洋カープ,CORNER_CATCHER,1B,,31.9,49,19,3,0.1,,33,-32,-11
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0024,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,91695157,林 琢真,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,32,82,-13,-8,01705134,古賀 優大,東京ヤクルトスワローズ,CORNER_CATCHER,C,,32.1,46,24,24,0.1,,36,-37,-32
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0025,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,91695157,林 琢真,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,32,82,-13,-8,31835133,柳田 悠岐,福岡ソフトバンクホークス,CORNER_CATCHER,LF,,32.1,67,3,3,0.1,,15,-16,-11
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0026,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,91695157,林 琢真,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,32,82,-13,-8,41045153,佐藤 輝明,阪神タイガース,CORNER_CATCHER,3B,,32.1,68,2,2,0.1,,14,-15,-10
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0027,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,13115153,牧 秀悟,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,31.6,67,-1,-1,41545136,清宮 幸太郎,北海道日本ハムファイターズ,CORNER_CATCHER,1B,,31.7,56,10,10,0.1,,11,-11,-11
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0028,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,13115153,牧 秀悟,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,31.6,67,-1,-1,31435138,野村 佑希,北海道日本ハムファイターズ,CORNER_CATCHER,LF,,31.7,52,14,14,0.1,,15,-15,-15
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0029,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,13115153,牧 秀悟,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,31.6,67,-1,-1,31135133,秋山 翔吾,広島東洋カープ,CORNER_CATCHER,LF,,31.6,77,-11,-10,0,,-10,10,9
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0030,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,73375134,吉川 尚輝,読売ジャイアンツ,MIDDLE_NEUTRAL,2B,,32.5,80,-6,-6,51055138,田宮 裕涼,北海道日本ハムファイターズ,CORNER_CATCHER,C,,32.4,68,5,5,0.1,,12,-11,-11
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0031,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,73375134,吉川 尚輝,読売ジャイアンツ,MIDDLE_NEUTRAL,2B,,32.5,80,-6,-6,11515139,岡 大海,千葉ロッテマリーンズ,CORNER_CATCHER,1B,,32.6,82,-7,-7,0.1,,-2,1,1
MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER|0.1|AGE_UNRESTRICTED|0032,0.1,AGE_UNRESTRICTED,,MIDDLE_NEUTRAL_MINUS_CORNER_CATCHER,41445153,中野 拓夢,阪神タイガース,MIDDLE_NEUTRAL,2B,,32.9,75,2,2,81685157,福永 裕基,中日ドラゴンズ,CORNER_CATCHER,3B,,33,64,14,14,0.1,,11,-12,-12
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0001,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,51255138,中川 圭太,オリックス・バファローズ,MIDDLE_PREMIUM,CF,,32.6,74,1,1,21125134,石井 一成,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.6,79,-4,-4,0,,-5,5,5
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0002,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,51255138,中川 圭太,オリックス・バファローズ,MIDDLE_PREMIUM,CF,,32.6,74,1,1,73375134,吉川 尚輝,読売ジャイアンツ,MIDDLE_NEUTRAL,2B,,32.5,80,-6,-6,0.1,,-6,7,7
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0003,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,51955153,来田 涼斗,オリックス・バファローズ,MIDDLE_PREMIUM,RF,,32.4,85,-12,-12,41245130,外崎 修汰,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.3,68,4,4,0.1,,17,-16,-16
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0004,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,51955153,来田 涼斗,オリックス・バファローズ,MIDDLE_PREMIUM,RF,,32.4,85,-12,-12,21125134,石井 一成,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.6,79,-4,-4,0.2,,6,-8,-8
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0005,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,51955153,来田 涼斗,オリックス・バファローズ,MIDDLE_PREMIUM,RF,,32.4,85,-12,-12,73375134,吉川 尚輝,読売ジャイアンツ,MIDDLE_NEUTRAL,2B,,32.5,80,-6,-6,0.1,,5,-6,-6
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0006,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,91995151,紅林 弘太郎,オリックス・バファローズ,MIDDLE_PREMIUM,SS,,30.7,56,1,1,41645136,藤岡 裕大,千葉ロッテマリーンズ,MIDDLE_NEUTRAL,2B,,30.8,65,-7,-7,0.1,,-9,8,8
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0007,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01305131,大島 洋平,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,31.7,74,-8,-8,91395138,太田 椋,オリックス・バファローズ,MIDDLE_NEUTRAL,2B,,31.7,64,2,2,0,,10,-10,-10
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0008,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01305131,大島 洋平,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,31.7,74,-8,-8,91495130,西野 真弘,オリックス・バファローズ,MIDDLE_NEUTRAL,2B,,31.6,76,-10,-10,0.1,,-2,2,2
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0009,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01305131,大島 洋平,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,31.7,74,-8,-8,31435157,奈良間 大己,北海道日本ハムファイターズ,MIDDLE_NEUTRAL,2B,,31.7,64,2,3,0,,10,-10,-11
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0010,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01305131,大島 洋平,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,31.7,74,-8,-8,61565135,菊池 涼介,広島東洋カープ,MIDDLE_NEUTRAL,2B,,31.8,72,-5,-5,0.1,,2,-3,-3
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0011,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01305131,大島 洋平,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,31.7,74,-8,-8,13115153,牧 秀悟,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,31.6,67,-1,-1,0.1,,7,-7,-7
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0012,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,81585151,岡林 勇希,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,32.5,81,-7,-7,41245130,外崎 修汰,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.3,68,4,4,0.2,,13,-11,-11
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0013,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,81585151,岡林 勇希,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,32.5,81,-7,-7,21125134,石井 一成,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.6,79,-4,-4,0.1,,2,-3,-3
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0014,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,81585151,岡林 勇希,中日ドラゴンズ,MIDDLE_PREMIUM,CF,,32.5,81,-7,-7,73375134,吉川 尚輝,読売ジャイアンツ,MIDDLE_NEUTRAL,2B,,32.5,80,-6,-6,0,,1,-1,-1
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0015,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,03105157,村松 開人,中日ドラゴンズ,MIDDLE_PREMIUM,SS,,33.4,80,2,2,21025157,田中 幹也,中日ドラゴンズ,MIDDLE_NEUTRAL,2B,,33.5,83,0,0,0.1,,-3,2,2
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0016,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,03105157,村松 開人,中日ドラゴンズ,MIDDLE_PREMIUM,SS,,33.4,80,2,2,11715153,小川 龍成,千葉ロッテマリーンズ,MIDDLE_NEUTRAL,2B,,33.4,86,-4,-4,0,,-6,6,6
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0017,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,03105157,村松 開人,中日ドラゴンズ,MIDDLE_PREMIUM,SS,,33.4,80,2,2,61465133,牧原 大成,福岡ソフトバンクホークス,MIDDLE_NEUTRAL,2B,,33.5,82,1,1,0.1,,-2,1,1
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0018,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,91395132,板山 祐太郎,中日ドラゴンズ,MIDDLE_PREMIUM,RF,,32,72,-3,-3,61565135,菊池 涼介,広島東洋カープ,MIDDLE_NEUTRAL,2B,,31.8,72,-5,-5,0.2,,0,2,2
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0019,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,91395132,板山 祐太郎,中日ドラゴンズ,MIDDLE_PREMIUM,RF,,32,72,-3,-3,91695157,林 琢真,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,32,82,-13,-8,0,,-10,10,5
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0020,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,63165155,水野 達稀,北海道日本ハムファイターズ,MIDDLE_PREMIUM,SS,,33.4,71,11,11,21025157,田中 幹也,中日ドラゴンズ,MIDDLE_NEUTRAL,2B,,33.5,83,0,0,0.1,,-12,11,11
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0021,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,63165155,水野 達稀,北海道日本ハムファイターズ,MIDDLE_PREMIUM,SS,,33.4,71,11,11,11715153,小川 龍成,千葉ロッテマリーンズ,MIDDLE_NEUTRAL,2B,,33.4,86,-4,-4,0,,-15,15,15
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0022,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,63165155,水野 達稀,北海道日本ハムファイターズ,MIDDLE_PREMIUM,SS,,33.4,71,11,11,61465133,牧原 大成,福岡ソフトバンクホークス,MIDDLE_NEUTRAL,2B,,33.5,82,1,1,0.1,,-11,10,10
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0023,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,71275157,友杉 篤輝,千葉ロッテマリーンズ,MIDDLE_PREMIUM,SS,,32.7,87,-12,-12,21125134,石井 一成,埼玉西武ライオンズ,MIDDLE_NEUTRAL,2B,,32.6,79,-4,-4,0.1,,8,-8,-8
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0024,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,71275157,友杉 篤輝,千葉ロッテマリーンズ,MIDDLE_PREMIUM,SS,,32.7,87,-12,-12,73375134,吉川 尚輝,読売ジャイアンツ,MIDDLE_NEUTRAL,2B,,32.5,80,-6,-6,0.2,,7,-6,-6
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0025,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,71275157,友杉 篤輝,千葉ロッテマリーンズ,MIDDLE_PREMIUM,SS,,32.7,87,-12,-12,41445153,中野 拓夢,阪神タイガース,MIDDLE_NEUTRAL,2B,,32.9,75,2,2,0.2,,12,-14,-14
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0026,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,31635138,藤原 恭大,千葉ロッテマリーンズ,MIDDLE_PREMIUM,RF,,33,85,-7,-7,41445153,中野 拓夢,阪神タイガース,MIDDLE_NEUTRAL,2B,,32.9,75,2,2,0.1,,10,-9,-9
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0027,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,11215151,髙部 瑛斗,千葉ロッテマリーンズ,MIDDLE_PREMIUM,CF,,33.6,90,-7,-7,21025157,田中 幹也,中日ドラゴンズ,MIDDLE_NEUTRAL,2B,,33.5,83,0,0,0.1,,7,-7,-7
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0028,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,11215151,髙部 瑛斗,千葉ロッテマリーンズ,MIDDLE_PREMIUM,CF,,33.6,90,-7,-7,11715153,小川 龍成,千葉ロッテマリーンズ,MIDDLE_NEUTRAL,2B,,33.4,86,-4,-4,0.2,,4,-3,-3
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0029,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,11215151,髙部 瑛斗,千葉ロッテマリーンズ,MIDDLE_PREMIUM,CF,,33.6,90,-7,-7,61465133,牧原 大成,福岡ソフトバンクホークス,MIDDLE_NEUTRAL,2B,,33.5,82,1,1,0.1,,8,-8,-8
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0030,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,71775134,源田 壮亮,埼玉西武ライオンズ,MIDDLE_PREMIUM,SS,,32.9,80,-3,-3,41445153,中野 拓夢,阪神タイガース,MIDDLE_NEUTRAL,2B,,32.9,75,2,2,0,,5,-5,-5
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0031,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,51255155,滝澤 夏央,埼玉西武ライオンズ,MIDDLE_PREMIUM,SS,,33,85,-7,-7,41445153,中野 拓夢,阪神タイガース,MIDDLE_NEUTRAL,2B,,32.9,75,2,2,0.1,,10,-9,-9
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0032,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01705138,小園 海斗,広島東洋カープ,MIDDLE_PREMIUM,SS,,31.5,79,-14,-14,91395138,太田 椋,オリックス・バファローズ,MIDDLE_NEUTRAL,2B,,31.7,64,2,2,0.2,,15,-16,-16
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0033,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01705138,小園 海斗,広島東洋カープ,MIDDLE_PREMIUM,SS,,31.5,79,-14,-14,91495130,西野 真弘,オリックス・バファローズ,MIDDLE_NEUTRAL,2B,,31.6,76,-10,-10,0.1,,3,-4,-4
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0034,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01705138,小園 海斗,広島東洋カープ,MIDDLE_PREMIUM,SS,,31.5,79,-14,-14,31435157,奈良間 大己,北海道日本ハムファイターズ,MIDDLE_NEUTRAL,2B,,31.7,64,2,3,0.2,,15,-16,-17
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0035,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01705138,小園 海斗,広島東洋カープ,MIDDLE_PREMIUM,SS,,31.5,79,-14,-14,13115153,牧 秀悟,横浜DeNAベイスターズ,MIDDLE_NEUTRAL,2B,,31.6,67,-1,-1,0.1,,12,-13,-13
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0036,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,93395153,矢野 雅哉,広島東洋カープ,MIDDLE_PREMIUM,SS,,30.7,78,-21,-21,41645136,藤岡 裕大,千葉ロッテマリーンズ,MIDDLE_NEUTRAL,2B,,30.8,65,-7,-7,0.1,,13,-14,-14
MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL|0.2|AGE_UNRESTRICTED|0037,0.2,AGE_UNRESTRICTED,,MIDDLE_PREMIUM_MINUS_MIDDLE_NEUTRAL,01405130,野間 峻祥,広島東洋カープ,MIDDLE_PREMIUM,RF,,31.7,88,-22,-22,91395138,太田 椋,オリックス・バファローズ,MIDDLE_NEUTRAL,2B,,31.7,64,2,2,0,,24,-24,-24
