anchor_id,player,measurement_era,measurement_date,metric,value,unit,direction,cohort_id,cohort_completeness,source_manifest_id,source_tier,anchor_confidence,bank_acceptance_status,raw_trial_count,selection_method,selection_scope,speed_band,band_basis,cohort_rank,cohort_size,integration_boundary,limitations
A0045,小林隼翔,2026,2026-06-22,50M_STANDING_START_SECONDS,6.29,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,13,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0046,佐藤悠太,2026,2026-06-22,50M_STANDING_START_SECONDS,6.33,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,14,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0047,山里宝,2026,2026-06-22,50M_STANDING_START_SECONDS,6.38,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,15,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0048,渡部海,2026,2026-06-22,50M_STANDING_START_SECONDS,6.43,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,16,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0049,渡邊晃希,2026,2026-06-22,50M_STANDING_START_SECONDS,6.45,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,17,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0050,今津慶介,2026,2026-06-22,50M_STANDING_START_SECONDS,6.46,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,18,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0051,宮澤圭汰,2026,2026-06-22,50M_STANDING_START_SECONDS,6.47,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,19,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0052,春山陽登,2026,2026-06-22,50M_STANDING_START_SECONDS,6.47,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,20,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0053,真鍋慧,2026,2026-06-22,50M_STANDING_START_SECONDS,6.5,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,21,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0054,福原聖矢,2026,2026-06-22,50M_STANDING_START_SECONDS,6.52,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,22,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0055,髙岡新時,2026,2026-06-22,50M_STANDING_START_SECONDS,6.52,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,23,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0056,酒井成真,2026,2026-06-22,50M_STANDING_START_SECONDS,6.56,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,24,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0057,三好元気,2026,2026-06-22,50M_STANDING_START_SECONDS,6.6,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,25,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0058,中山優月,2026,2026-06-22,50M_STANDING_START_SECONDS,6.6,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,26,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0059,林純司,2026,2026-06-22,50M_STANDING_START_SECONDS,6.63,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,27,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0060,坪井蒼汰,2026,2026-06-22,50M_STANDING_START_SECONDS,6.73,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,28,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0061,前嶋藍,2026,2026-06-22,50M_STANDING_START_SECONDS,6.76,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,29,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0062,徳丸快晴,2026,2026-06-22,50M_STANDING_START_SECONDS,6.88,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,30,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0063,丸山一喜,2026,2026-06-22,50M_STANDING_START_SECONDS,6.95,seconds,LOWER_IS_FASTER,samurai_university_2026_06_22,FULL_PUBLISHED_50M_TABLE_31,samurai_university_2026_06_22,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_observed_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,31,31,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Full published 50m table; 30m values exist only for a public subset and are retained separately.
A0064,宮崎一樹,2022,2022-12-04,50M_STANDING_START_SECONDS,5.91,seconds,LOWER_IS_FASTER,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B2_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,1,4,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0065,松浦佑星,2022,2022-12-04,50M_STANDING_START_SECONDS,5.95,seconds,LOWER_IS_FASTER,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,2,4,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0066,中島大輔,2022,2022-12-04,50M_STANDING_START_SECONDS,5.98,seconds,LOWER_IS_FASTER,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,3,4,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0067,渡部聖弥,2022,2022-12-04,50M_STANDING_START_SECONDS,6.15,seconds,LOWER_IS_FASTER,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,4,4,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0068,宮崎一樹,2023,2023-06-17,50M_STANDING_START_SECONDS,5.94,seconds,LOWER_IS_FASTER,samurai_university_2023_06_17,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_06_17,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,1,3,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0069,飯森太慈,2023,2023-06-17,50M_STANDING_START_SECONDS,5.94,seconds,LOWER_IS_FASTER,samurai_university_2023_06_17,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_06_17,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,2,3,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0070,中島大輔,2023,2023-06-17,50M_STANDING_START_SECONDS,5.96,seconds,LOWER_IS_FASTER,samurai_university_2023_06_17,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_06_17,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,3,3,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0071,松川玲央,2023,2023-12-03,50M_STANDING_START_SECONDS,5.88,seconds,LOWER_IS_FASTER,samurai_university_2023_12_03,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_12_03,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,1,3,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0072,藤澤涼介,2023,2023-12-03,50M_STANDING_START_SECONDS,5.97,seconds,LOWER_IS_FASTER,samurai_university_2023_12_03,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_12_03,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,2,3,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0073,浦田俊輔,2023,2023-12-03,50M_STANDING_START_SECONDS,5.99,seconds,LOWER_IS_FASTER,samurai_university_2023_12_03,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_12_03,A,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,3,3,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0074,井上和輝,2025,2025-12-07,50M_STANDING_START_SECONDS,6.29,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,17,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0075,落合智哉,2025,2025-12-07,50M_STANDING_START_SECONDS,6.31,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,20,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0076,渡部海,2025,2025-12-07,50M_STANDING_START_SECONDS,6.41,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B6_LOWER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,24,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0077,前嶋藍,2025,2025-12-07,50M_STANDING_START_SECONDS,6.77,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,35,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0078,西野啓也,2025,2025-12-07,50M_STANDING_START_SECONDS,6.27,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,12,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0079,林大心,2025,2025-12-07,50M_STANDING_START_SECONDS,6.6,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,32,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0080,松山優太,2025,2025-12-07,50M_STANDING_START_SECONDS,6.48,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B7_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,29,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0081,小島慎也,2025,2025-12-07,50M_STANDING_START_SECONDS,6.24,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B3_UPPER_MID_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,10,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0082,笹田海風,2025,2025-12-07,50M_STANDING_START_SECONDS,6.28,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,15,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0083,真鍋慧,2025,2025-12-07,50M_STANDING_START_SECONDS,6.31,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,21,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0084,岡田啓吾,2025,2025-12-07,50M_STANDING_START_SECONDS,5.69,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B1_FASTEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,1,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0085,山里宝,2025,2025-12-07,50M_STANDING_START_SECONDS,6.28,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,1,single_published_value,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B4_MID_UPPER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,16,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Small published result set; usable only as a same-session physical ordinal anchor.
A0086,鈴木斗偉,2025,2025-12-07,50M_STANDING_START_SECONDS,6.3,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B5_MID_LOWER_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,19,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0087,木切倉稜真,2025,2025-12-07,50M_STANDING_START_SECONDS,6.63,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,33,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
A0088,梅澤蒼空,2025,2025-12-07,50M_STANDING_START_SECONDS,6.63,seconds,LOWER_IS_FASTER,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,HIGH,ACCEPTED_HIGH_CONFIDENCE,2,minimum_of_published_same_session_trials,WITHIN_MEASURED_COHORT_ORDINAL_ONLY,B8_SLOWEST_COHORT_OCTILE,WITHIN_SAME_METRIC_SAME_COHORT_OCTILE_ONLY,34,35,NO_T90_CONVERSION_NO_AGE_DECAY_NO_GAME_RATING,Session-minimum selection is descriptive; no cross-session precision or performance adjustment is assumed.
