player,player_id,team,sprint_kmh,final_rating,final_low,final_high,confidence,primary_evidence_class,secondary_evidence_class,anchor_status,sns_classification,video_classification,temporal_status,metric_conflict,decision_class,short_rationale,prior_provisional_baseline_rating,prior_provisional_rounded_rating,point_change_vs_prior_provisional,prior_comparison_status,rating_derivation
藤岡 裕大,41645136,千葉ロッテマリーンズ,30.8,58,48,68,LOW,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,SNS_TIEBREAK,TEMPORAL_CHANGE_SUPPORTED,NOT_IN_VIDEO_TIEBREAK_SCOPE,SNS_TEMPORAL_CHANGE_SUPPORTED_CONSTRAINT_ONLY,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL_TEMPORAL_CONSTRAINT,2026 NPB+ 30.8km/hの同一100人内順位を現行中心として明示affirm。SNSの時間変化は旧証拠のcarry-forwardを抑える制約としてのみ使用。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,58.347,58,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
髙部 瑛斗,11215151,千葉ロッテマリーンズ,33.6,83,76,90,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,83.477,83,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
古賀 悠斗,81785155,埼玉西武ライオンズ,30.6,57,50,64,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,56.552,57,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
外崎 修汰,41245130,埼玉西武ライオンズ,32.3,72,65,79,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,SNS_TIEBREAK,INSUFFICIENT_SNS_EVIDENCE,VIDEO_INCONCLUSIVE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 32.3km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,71.809,72,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
源田 壮亮,71775134,埼玉西武ライオンズ,32.9,77,70,84,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.9km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,77.195,77,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
滝澤 夏央,51255155,埼玉西武ライオンズ,33,78,71,85,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,78.092,78,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
石井 一成,21125134,埼玉西武ライオンズ,32.6,75,68,82,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,74.502,75,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
ファビアン,43745150,広島東洋カープ,31.4,64,57,71,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,63.732,64,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
モンテロ,53955150,広島東洋カープ,31.9,52,46,58,MEDIUM,RECENT_DIRECT_T90_2024,CURRENT_NPB_PLUS_ORDINAL_DIRECTION_ONLY,ANCHOR_CONTEXT_HIGH_EVIDENCE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,RECENT_DIRECT_T90_2024_WITHIN_CURRENT_WINDOW,DIRECT_T90_AND_NPB_PLUS_NOT_CROSS_METRIC_AVERAGED,REANCHORED_TO_RECENT_DIRECT_T90,2024年の公式直接90ft計測を現行窓の最優先証拠として採用。2026 NPB+は同一100人内の方向情報に限定し、異指標を平均しない。,68.219,68,-16,CHANGED,RECENT_DIRECT_T90_SCALE
名原 典彦,,広島東洋カープ,33.7,84,74,94,LOW,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,SAME_SCALE_ORDINAL_FALLBACK_FOR_MISSING_BLIND_BASELINE,2026 NPB+ 33.7km/hの同一scale隣接値から点を補間。source player_idはnullのまま保持し、過去50mは現行へ自動転用しない。,,,,NO_PRIOR_BLIND_BASELINE_SOURCE_ROW,SAME_SCALE_CURRENT_ORDINAL_INTERPOLATION_NO_ID_INVENTED
坂倉 将吾,11915134,広島東洋カープ,30.6,57,50,64,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,56.552,57,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
小園 海斗,01705138,広島東洋カープ,31.5,65,58,72,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,64.629,65,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
矢野 雅哉,93395153,広島東洋カープ,30.7,57,50,64,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,SNS_TIEBREAK,INSUFFICIENT_SNS_EVIDENCE,VIDEO_INCONCLUSIVE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 30.7km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,57.449,57,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
秋山 翔吾,31135133,広島東洋カープ,31.6,66,59,73,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_DIRECT_T90_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,VIDEO_INCONCLUSIVE,HISTORICAL_DIRECT_T90_2021_CONTEXT_ONLY,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_HISTORICAL_DIRECT_CONTEXT,2026 NPB+ 31.6km/hの同一100人内順位を現行中心として明示affirm。公式直接T90（2021年）は歴史文脈のみで、現行点を自動補正しない。動画はusable current full-effort play=0で、数値入力にしていない。,65.527,66,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
菊池 涼介,61565135,広島東洋カープ,31.8,67,60,74,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.8km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,67.322,67,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
野間 峻祥,01405130,広島東洋カープ,31.7,66,59,73,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,SNS_TIEBREAK,INSUFFICIENT_SNS_EVIDENCE,VIDEO_INCONCLUSIVE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 31.7km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,66.424,66,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
サンタナ,53755153,東京ヤクルトスワローズ,30.8,58,51,65,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_DIRECT_T90_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,VIDEO_INCONCLUSIVE,HISTORICAL_DIRECT_T90_2020_CONTEXT_ONLY,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_HISTORICAL_DIRECT_CONTEXT,2026 NPB+ 30.8km/hの同一100人内順位を現行中心として明示affirm。公式直接T90（2020年）は歴史文脈のみで、現行点を自動補正しない。動画はusable current full-effort play=0で、数値入力にしていない。,58.347,58,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
並木 秀尊,91695153,東京ヤクルトスワローズ,33.8,85,80,90,MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,SNS_TIEBREAK,SUPPORTS_CURRENT_ORDINAL,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_SNS_SUPPORT,2026 NPB+ 33.8km/hの同一100人内順位を現行中心として明示affirm。独立SNSは現行bandの支持にのみ用い、点数加算はしない。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,85.272,85,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
中村 悠平,51255118,東京ヤクルトスワローズ,30.4,55,48,62,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,SNS_TIEBREAK,INSUFFICIENT_SNS_EVIDENCE,VIDEO_INCONCLUSIVE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 30.4km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,54.757,55,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
丸山 和郁,93195155,東京ヤクルトスワローズ,32.4,73,66,80,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.4km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,72.707,73,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
古賀 優大,01705134,東京ヤクルトスワローズ,32.1,70,63,77,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 32.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,70.014,70,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
塩見 泰隆,71975136,東京ヤクルトスワローズ,32.3,72,67,77,MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,SNS_TIEBREAK,SUPPORTS_CURRENT_ORDINAL,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_SNS_SUPPORT,2026 NPB+ 32.3km/hの同一100人内順位を現行中心として明示affirm。独立SNSは現行bandの支持にのみ用い、点数加算はしない。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,71.809,72,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
岩田 幸宏,51355155,東京ヤクルトスワローズ,33.6,83,76,90,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 33.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,83.477,83,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
長岡 秀樹,51455151,東京ヤクルトスワローズ,31.6,66,59,73,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,65.527,66,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
太田 光,71375138,東北楽天ゴールデンイーグルス,30.5,56,49,63,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,55.654,56,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
村林 一輝,41845132,東北楽天ゴールデンイーグルス,34.5,92,85,99,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 34.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,91.555,92,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
浅村 栄斗,51155118,東北楽天ゴールデンイーグルス,30.5,56,49,63,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.5km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,55.654,56,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
渡邊 佳明,73175138,東北楽天ゴールデンイーグルス,30.3,54,47,61,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,53.859,54,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
鈴木 大地,81985135,東北楽天ゴールデンイーグルス,29,42,37,47,MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,SNS_TIEBREAK,SUPPORTS_CURRENT_ORDINAL,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_SNS_SUPPORT,2026 NPB+ 29.0km/hの同一100人内順位を現行中心として明示affirm。独立SNSは現行bandの支持にのみ用い、点数加算はしない。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,42.191,42,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
京田 陽太,81585134,横浜DeNAベイスターズ,31.1,61,54,68,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.1km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,61.039,61,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
佐野 恵太,91995134,横浜DeNAベイスターズ,30.6,57,50,64,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.6km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,56.552,57,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
宮﨑 敏郎,51455137,横浜DeNAベイスターズ,30.3,54,47,61,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 30.3km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,53.859,54,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
山本 祐大,23125136,横浜DeNAベイスターズ,31,60,53,67,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.0km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,60.142,60,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
度会 隆輝,33535159,横浜DeNAベイスターズ,31.7,66,59,73,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,NO_INDEPENDENT_SECONDARY_PHYSICAL_EVIDENCE,ANCHOR_RESOLVED_MODERATE,NOT_IN_SNS_TIEBREAK_SCOPE,NOT_IN_VIDEO_TIEBREAK_SCOPE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,UNCHANGED_AFTER_FULL_REAPPRAISAL,2026 NPB+ 31.7km/hの同一100人内順位を現行中心として明示affirm。個人別の比較可能な現行加速計測が公開されないため、NPB+公開sample不明をレンジに反映。,66.424,66,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
林 琢真,91695157,横浜DeNAベイスターズ,32,69,59,79,LOW,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_STANDARDIZED_SHORT_DISTANCE_CONTEXT_ONLY,SNS_TIEBREAK,METRIC_CONSTRUCT_CONFLICT,VIDEO_INCONCLUSIVE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,HISTORICAL_STANDARDIZED_50M_AND_CURRENT_NPB_PLUS_CONFLICT,UNCHANGED_AFTER_FULL_REAPPRAISAL_CONFLICT_BAND_WIDENED,2026 NPB+ 32.0km/hの同一100人内順位を現行中心として明示affirm。異metricまたはSNS混在は点を平均せず、レンジ拡大で表現。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,69.117,69,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
梶原 昂希,51555155,横浜DeNAベイスターズ,33.4,82,75,89,LOW_MEDIUM,CURRENT_NPB_PLUS_ORDINAL,HISTORICAL_PROFILE_CONTEXT_ONLY,SNS_TIEBREAK,INSUFFICIENT_SNS_EVIDENCE,VIDEO_INCONCLUSIVE,CURRENT_NPB_PLUS_2026_NO_DIRECT_CURRENT_MEASUREMENT,NONE,AFFIRMED_CURRENT_ORDINAL_WITH_UNRESOLVED_TARGETED_GAP,2026 NPB+ 33.4km/hの同一100人内順位を現行中心として明示affirm。targeted physical / X / videoでは現行方向を追加解決できず、不確実性に反映。動画はusable current full-effort play=0で、数値入力にしていない。,81.682,82,0,UNCHANGED,AFFIRMATIVE_ROUNDED_BLIND_V3_SCALE_REFERENCE
