source_id,player,team,packet_id,case_type,provenance,source_platform,source_class,author,author_id,author_account,post_id,post_url,source_url,posted_at,post_date,post_date_precision,retrieved_at,query,query_kinds,grok_x_search_receipt_ids,grok_x_search_receipt_provenance,text_excerpt,quote_excerpt,paraphrased_physical_speed_claim,paraphrased_claim,current_historical,temporal_relevance,evidence_direction,supports_faster_current_slower_mixed,directness,evidence_strength,independence_group,accepted,acceptance_status,rejection_reason,physical_speed_only,is_repost,is_syndicated_copy,same_origin_duplicate_of,existing_duplicate_of_source_id,accessibility_status,identity_status
GXSR096,土田 龍空,中日ドラゴンズ,P011,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@Jt4ivTh,,@Jt4ivTh,2049395897323397441,https://x.com/Jt4ivTh/status/2049395897323397441,https://x.com/Jt4ivTh/status/2049395897323397441,2026-04-29 07:50:32 GMT,2026-04-29,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T11:59:34.142Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「土田 龍空」です。投稿本文に「土田 龍空」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ023""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,"土田龍空の方が足は遅いかも知らんけど尾田より盗塁のセンスはあると思うで。
#中日ドラゴンズ","土田龍空の方が足は遅いかも知らんけど尾田より盗塁のセンスはあると思うで。
#中日ドラゴンズ",,,CURRENT_2026,CURRENT_2026,SLOWER,slower,BASERUNNING_OR_STOLEN_BASE,NONE_FOR_ACCEPTANCE,X_AUTHOR_Jt4ivTh,false,REJECTED,BASERUNNING_DECISION_OR_STOLEN_BASE_CONTEXT_NOT_ISOLATED_TO_PHYSICAL_SPEED,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR097,土田 龍空,中日ドラゴンズ,P011,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@dragons_080203,,@dragons_080203,2049409629340475763,https://x.com/dragons_080203/status/2049409629340475763,https://x.com/dragons_080203/status/2049409629340475763,2026-04-29,2026-04-29,DAY_RETURNED_BY_GROK_X,2026-08-10T11:59:17.018Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「土田 龍空」です。投稿本文に「土田 龍空」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speedster""]","[""GXQ020""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,土田龍空もそれなりに俊足ではある。むしろ尾田なんかより速いはず。,土田龍空もそれなりに俊足ではある。むしろ尾田なんかより速いはず。,,,CURRENT_2026,CURRENT_2026,FASTER,faster,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_dragons_080203,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR098,土田 龍空,中日ドラゴンズ,P011,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@dragons_080203,,@dragons_080203,2050423606560309310,https://x.com/dragons_080203/status/2050423606560309310,https://x.com/dragons_080203/status/2050423606560309310,2026-05-02,2026-05-02,DAY_RETURNED_BY_GROK_X,2026-08-10T11:59:17.018Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「土田 龍空」です。投稿本文に「土田 龍空」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speedster""]","[""GXQ020""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,知野はほとんどベンチに放置 昨日は代打も三振 代走なら土田龍空、知野も俊足で尾田より全然使えるのに無能な首脳陣の思考回路は理解できない,知野はほとんどベンチに放置 昨日は代打も三振 代走なら土田龍空、知野も俊足で尾田より全然使えるのに無能な首脳陣の思考回路は理解できない,,,CURRENT_2026,CURRENT_2026,FASTER,faster,BASERUNNING_OR_STOLEN_BASE,NONE_FOR_ACCEPTANCE,X_AUTHOR_dragons_080203,false,REJECTED,BASERUNNING_DECISION_OR_STOLEN_BASE_CONTEXT_NOT_ISOLATED_TO_PHYSICAL_SPEED,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR099,土田 龍空,中日ドラゴンズ,P011,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@n2929ikukyuu,,@n2929ikukyuu,2051557334015734132,https://x.com/n2929ikukyuu/status/2051557334015734132,https://x.com/n2929ikukyuu/status/2051557334015734132,2026-05-05,2026-05-05,DAY_RETURNED_BY_GROK_X,2026-08-10T11:59:32.182Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「土田 龍空」です。投稿本文に「土田 龍空」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が速い」「速い足」「快足」など、速さそのものへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""fast"",""speed""]","[""GXQ019"",""GXQ022""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,土田龍空あるあるなんだけど、シンプルに足の速さは普通という。大島と岡林が速いから余計に目立つ😀,土田龍空あるあるなんだけど、シンプルに足の速さは普通という。大島と岡林が速いから余計に目立つ😀,2026年の観察投稿は、土田の足の速さを普通と評価する。,2026年の観察投稿は、土田の足の速さを普通と評価する。,CURRENT_2026,CURRENT_2026,CURRENT_SUPPORT,current,DIRECT_COMPARATIVE_SPEED_OBSERVATION,MODERATE,X_AUTHOR_n2929ikukyuu,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR100,土田 龍空,中日ドラゴンズ,P011,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@yasu_zehn,,@yasu_zehn,2054869070378586471,https://x.com/yasu_zehn/status/2054869070378586471,https://x.com/yasu_zehn/status/2054869070378586471,2026-05-14,2026-05-14,DAY_RETURNED_BY_GROK_X,2026-08-10T11:59:32.182Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「土田 龍空」です。投稿本文に「土田 龍空」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「俊足」など、身体的running abilityを指す直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed"",""speedster""]","[""GXQ020"",""GXQ022""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,例えば田中幹也はあの脚力とスピードを存分に活かしてすごいプレーしてるけど、土田龍空はその足の遅さでなんでそんなプレーできるんやって思うし打球感とかそういうのが天才なんやと思う,例えば田中幹也はあの脚力とスピードを存分に活かしてすごいプレーしてるけど、土田龍空はその足の遅さでなんでそんなプレーできるんやって思うし打球感とかそういうのが天才なんやと思う,2026年の観察投稿は、土田の足を遅い側として述べる。,2026年の観察投稿は、土田の足を遅い側として述べる。,CURRENT_2026,CURRENT_2026,SLOWER,slower,DIRECT_COMPARATIVE_SPEED_OBSERVATION,MODERATE,X_AUTHOR_yasu_zehn,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR101,土田 龍空,中日ドラゴンズ,P011,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@Tayousei_dayo,,@Tayousei_dayo,2068822689092129103,https://x.com/Tayousei_dayo/status/2068822689092129103,https://x.com/Tayousei_dayo/status/2068822689092129103,2026-06-21 22:25:40 GMT,2026-06-21,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T11:59:46.760Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「土田 龍空」です。投稿本文に「土田 龍空」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 2026年の「足」「俊足」「走力」「スピード」「全力疾走」の直接的な身体速度評価。
優先期間は2026年の投稿です。2026年に見つからない場合だけ、2024–2026年で明示的に日付が分かる投稿を返してください。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""year_2026""]","[""GXQ025""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,土田龍空から学んでくれ、普通に 足が早いのはすごく強みなんだから,土田龍空から学んでくれ、普通に 足が早いのはすごく強みなんだから,,,CURRENT_2026,CURRENT_2026,NON_DIRECTIONAL,not_directional,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_Tayousei_dayo,false,REJECTED,NO_CLEAR_DIRECT_PHYSICAL_SPEED_CLAIM,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR102,土田 龍空,中日ドラゴンズ,P011,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@pttt0gqm,,@pttt0gqm,2080907150042501612,https://x.com/pttt0gqm/status/2080907150042501612,https://x.com/pttt0gqm/status/2080907150042501612,2026-07-25 06:45:00 GMT,2026-07-25,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T11:59:46.760Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「土田 龍空」です。投稿本文に「土田 龍空」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 2026年の「足」「俊足」「走力」「スピード」「全力疾走」の直接的な身体速度評価。
優先期間は2026年の投稿です。2026年に見つからない場合だけ、2024–2026年で明示的に日付が分かる投稿を返してください。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""year_2026""]","[""GXQ025""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,爆発的走力があれば案外何とかなるけどなこれ 中村奨成といい土田龍空といい森敬斗といい短期間で3人も出来てるし再現性自体はあるよ,爆発的走力があれば案外何とかなるけどなこれ 中村奨成といい土田龍空といい森敬斗といい短期間で3人も出来てるし再現性自体はあるよ,,,CURRENT_2026,CURRENT_2026,NON_DIRECTIONAL,not_directional,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_pttt0gqm,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR103,藤岡 裕大,千葉ロッテマリーンズ,P037,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@BlackMarines,,@BlackMarines,1813549311038472198,https://x.com/BlackMarines/status/1813549311038472198,https://x.com/BlackMarines/status/1813549311038472198,2024-07-17 12:20:24 GMT,2024-07-17,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:34:27.148Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「藤岡 裕大」です。投稿本文に「藤岡 裕大」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「スピード」「直線速度」「加速」など、走る速さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed""]","[""GXQ067""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,一年半前くらいから明らかにピークを過ぎた中村奨吾、結局色んな人の猿真似をしながら何者にもなれずに中途半端な福浦崩れに戻った安田尚憲、遅筋を付けすぎて守備においても打撃においてもスピードを欠いた貪重な近藤もどきと化した藤岡裕大、続,一年半前くらいから明らかにピークを過ぎた中村奨吾、結局色んな人の猿真似をしながら何者にもなれずに中途半端な福浦崩れに戻った安田尚憲、遅筋を付けすぎて守備においても打撃においてもスピードを欠いた貪重な近藤もどきと化した藤岡裕大、続,,,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,SLOWER,slower,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_BlackMarines,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR104,藤岡 裕大,千葉ロッテマリーンズ,P037,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@hryr_shkt,,@hryr_shkt,1818281774700716047,https://x.com/hryr_shkt/status/1818281774700716047,https://x.com/hryr_shkt/status/1818281774700716047,2024-07-30 13:45:31 GMT,2024-07-30,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:34:27.148Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「藤岡 裕大」です。投稿本文に「藤岡 裕大」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「スピード」「直線速度」「加速」など、走る速さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""speed""]","[""GXQ067""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,藤岡裕大さんの守備範囲と足の速さ落ちてる……？大丈夫……？,藤岡裕大さんの守備範囲と足の速さ落ちてる……？大丈夫……？,2024年の投稿は、藤岡の足の速さが落ちた可能性を直接問題にする。,2024年の投稿は、藤岡の足の速さが落ちた可能性を直接問題にする。,CONTEMPORARY_2024_HISTORICAL_CONTEXT,CONTEMPORARY_2024_HISTORICAL_CONTEXT,SLOWER,slower,DIRECT_OBSERVED_POSSIBLE_SPEED_DECLINE,MODERATE_HISTORICAL,X_AUTHOR_hryr_shkt,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR105,藤岡 裕大,千葉ロッテマリーンズ,P037,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@mosamosa1216,,@mosamosa1216,1935626258051919993,https://x.com/mosamosa1216/status/1935626258051919993,https://x.com/mosamosa1216/status/1935626258051919993,2025-06-19 09:10:36 GMT,2025-06-19,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:34:26.978Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「藤岡 裕大」です。投稿本文に「藤岡 裕大」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「足が遅い」「遅い」「鈍足」など、身体的running abilityの低下又は遅さへの直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""slow""]","[""GXQ068""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,,,,,CURRENT_2025,CURRENT_2025,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_mosamosa1216,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
GXSR106,藤岡 裕大,千葉ロッテマリーンズ,P037,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@LOTTE_Nicha____,,@LOTTE_Nicha____,1935990810061025464,https://x.com/LOTTE_Nicha____/status/1935990810061025464,https://x.com/LOTTE_Nicha____/status/1935990810061025464,2025-06-20 09:19:12 GMT,2025-06-20,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:34:20.117Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「藤岡 裕大」です。投稿本文に「藤岡 裕大」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability""]","[""GXQ066""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,ところで藤岡裕大さんの走力に称号つけて+3とかできないの？,ところで藤岡裕大さんの走力に称号つけて+3とかできないの？,,,CURRENT_2025,CURRENT_2025,NON_DIRECTIONAL,not_directional,NOT_ACCEPTED_AFTER_REVIEW,NONE_FOR_ACCEPTANCE,X_AUTHOR_LOTTE_Nicha____,false,REJECTED,GENERIC_OR_AMBIGUOUS_SPEED_LABEL_NOT_SUFFICIENT_FOR_ACCEPTANCE,false,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR107,藤岡 裕大,千葉ロッテマリーンズ,P037,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,SNS,@marinittai836,,@marinittai836,1947266818105643228,https://x.com/marinittai836/status/1947266818105643228,https://x.com/marinittai836/status/1947266818105643228,2025-07-21 12:06:02 GMT,2025-07-21,TIMESTAMP_RETURNED_BY_GROK_X,2026-08-10T12:34:20.117Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「藤岡 裕大」です。投稿本文に「藤岡 裕大」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""running_ability""]","[""GXQ066""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,前半の誤算は岡大海と藤岡裕大かな。藤岡は前から脚力落ちてたが、岡も守備走塁の劣化が顕著になって野手としての計算がしにくくなった。,前半の誤算は岡大海と藤岡裕大かな。藤岡は前から脚力落ちてたが、岡も守備走塁の劣化が顕著になって野手としての計算がしにくくなった。,2025年の投稿は、藤岡の脚力が以前から落ちたと述べる。,2025年の投稿は、藤岡の脚力が以前から落ちたと述べる。,CURRENT_2025_TEMPORAL_DECLINE,CURRENT_2025_TEMPORAL_DECLINE,SLOWER,slower,EXPLICIT_TEMPORAL_PHYSICAL_SPEED_DECLINE,MODERATE,X_AUTHOR_marinittai836,true,ACCEPTED,,true,false,false,,,RETRIEVED_BY_GROK_X_X_SEARCH,SINGLE_RETURNED_URL
GXSR108,藤岡 裕大,千葉ロッテマリーンズ,P037,TYPE_A_CURRENT_SAMPLE_INSTABILITY,GROK_X_SUPPLEMENT,X_TWITTER,REJECTED_CANDIDATE,@Y_Marines_26,,@Y_Marines_26,1955583711711547601,https://x.com/Y_Marines_26/status/1955583711711547601,https://x.com/Y_Marines_26/status/1955583711711547601,,,NOT_RETURNED,2026-08-10T12:34:39.797Z,"X（Twitter）の実在する投稿だけを検索してください。
対象選手は日本プロ野球の「藤岡 裕大」です。投稿本文に「藤岡 裕大」または明確に同選手を指す表記を実際に含むものだけにしてください。
検索観点: 「走力」「脚力」など、身体的な走る能力への直接評価。
優先期間は2026年、次に2025年、次に2024年です。
採用候補は、野球で一歩目から約90ftまで走る純粋な身体的running ability（足の速さ、直線速度、加速、全力疾走、以前より足が落ちた等）への直接言及だけです。
盗塁、盗塁数、走塁判断、スタート技術、内野安打、三塁打、守備範囲、バント後の一塁到達、ゲーム査定だけの投稿は返さないでください。
各結果は、実在するx.com/status URL、@handle、投稿本文の必要最小限の原文、投稿日時を必ず付けてください。条件を満たす投稿がなければ「Nothing found」とだけ答えてください。推測・要約・無関係な投稿は返さないでください。","[""all_out_run"",""running_ability""]","[""GXQ066"",""GXQ069""]",data/manual/speed_2026_grok_x_search_receipts_20260810.json,: 6回、セカンド併殺打 藤岡裕大、全力疾走してない。船下りよう,: 6回、セカンド併殺打 藤岡裕大、全力疾走してない。船下りよう,,,UNVERIFIED_TEMPORAL_CONTEXT,UNVERIFIED_TEMPORAL_CONTEXT,NON_DIRECTIONAL,not_directional,INCOMPLETE_RETURNED_METADATA,NONE_FOR_ACCEPTANCE,X_AUTHOR_Y_Marines_26,false,REJECTED,MISSING_VERIFIABLE_POST_TEXT_OR_TIMESTAMP,false,false,false,,,POST_METADATA_INCOMPLETE_NOT_TREATED_AS_CONFIRMED_POST,SINGLE_RETURNED_URL
