raw_id,player,player_display,team_or_affiliation,measurement_date,measurement_year,measurement_era,metric,value,unit,timing_method,start_protocol,surface_or_conditions,cohort_id,cohort_completeness,source_manifest_id,source_tier,source_name,source_url,evidence_class,original_usage_class,canonicality,high_confidence_candidate,bank_acceptance_status,rejection_reason,same_measurement_cluster_id,temporal_resolution_status,selected_as_anchor,selected_anchor_id,notes
R00095,宮崎一樹,宮崎一樹,山梨学院大,2022-12-04,2022,2022,50M_STANDING_START_SECONDS,5.91,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20221204_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2022_12_04_宮崎一樹,EXACT_OR_NOT_APPLICABLE,true,A0064,Official published photoelectric 50m value; never converted to T90.
R00096,松浦佑星,松浦佑星,日本体育大,2022-12-04,2022,2022,50M_STANDING_START_SECONDS,5.95,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20221204_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2022_12_04_松浦佑星,EXACT_OR_NOT_APPLICABLE,true,A0065,Official published photoelectric 50m value; never converted to T90.
R00097,中島大輔,中島大輔,青山学院大,2022-12-04,2022,2022,50M_STANDING_START_SECONDS,5.98,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20221204_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2022_12_04_中島大輔,EXACT_OR_NOT_APPLICABLE,true,A0066,Official published photoelectric 50m value; never converted to T90.
R00098,渡部聖弥,渡部聖弥,大阪商業大,2022-12-04,2022,2022,50M_STANDING_START_SECONDS,6.15,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2022_12_04,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2022_12_04,A,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20221204_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2022_12_04_渡部聖弥,EXACT_OR_NOT_APPLICABLE,true,A0067,Official published photoelectric 50m value; never converted to T90.
R00099,宮崎一樹,宮崎一樹,山梨学院大,2023-06-17,2023,2023,50M_STANDING_START_SECONDS,5.94,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2023_06_17,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_06_17,A,侍ジャパン大学代表選考合宿,https://www.japan-baseball.jp/jp/news/press/20230617_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2023_06_17_宮崎一樹,EXACT_OR_NOT_APPLICABLE,true,A0068,Official published photoelectric 50m value; never converted to T90.
R00100,飯森太慈,飯森太慈,明治大,2023-06-17,2023,2023,50M_STANDING_START_SECONDS,5.94,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2023_06_17,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_06_17,A,侍ジャパン大学代表選考合宿,https://www.japan-baseball.jp/jp/news/press/20230617_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2023_06_17_飯森太慈,EXACT_OR_NOT_APPLICABLE,true,A0069,Official published photoelectric 50m value; never converted to T90.
R00101,中島大輔,中島大輔,青山学院大,2023-06-17,2023,2023,50M_STANDING_START_SECONDS,5.96,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2023_06_17,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_06_17,A,侍ジャパン大学代表選考合宿,https://www.japan-baseball.jp/jp/news/press/20230617_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2023_06_17_中島大輔,EXACT_OR_NOT_APPLICABLE,true,A0070,Official published photoelectric 50m value; never converted to T90.
R00102,松川玲央,松川玲央,城西大,2023-12-03,2023,2023,50M_STANDING_START_SECONDS,5.88,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2023_12_03,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_12_03,A,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20231203_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2023_12_03_松川玲央,EXACT_OR_NOT_APPLICABLE,true,A0071,Official published photoelectric 50m value; never converted to T90.
R00103,藤澤涼介,藤澤涼介,横浜国立大,2023-12-03,2023,2023,50M_STANDING_START_SECONDS,5.97,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2023_12_03,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_12_03,A,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20231203_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2023_12_03_藤澤涼介,EXACT_OR_NOT_APPLICABLE,true,A0072,Official published photoelectric 50m value; never converted to T90.
R00104,浦田俊輔,浦田俊輔,九州産業大,2023-12-03,2023,2023,50M_STANDING_START_SECONDS,5.99,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2023_12_03,OFFICIAL_REPORTED_VALUES_ONLY,samurai_university_2023_12_03,A,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20231203_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2023_12_03_浦田俊輔,EXACT_OR_NOT_APPLICABLE,true,A0073,Official published photoelectric 50m value; never converted to T90.
R00105,井上和輝,井上和輝,法政大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.29,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_井上和輝,EXACT_OR_NOT_APPLICABLE,true,A0074,Official published photoelectric 50m value; never converted to T90.
R00106,落合智哉,落合智哉,立教大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.31,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_落合智哉,EXACT_OR_NOT_APPLICABLE,true,A0075,Official published photoelectric 50m value; never converted to T90.
R00107,渡部海,渡部海,青山学院大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.41,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_渡部海,EXACT_OR_NOT_APPLICABLE,true,A0076,Official published photoelectric 50m value; never converted to T90.
R00108,前嶋藍,前嶋藍,亜細亜大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.77,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_前嶋藍,EXACT_OR_NOT_APPLICABLE,true,A0077,Official published photoelectric 50m value; never converted to T90.
R00109,西野啓也,西野啓也,立命館大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.27,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_西野啓也,EXACT_OR_NOT_APPLICABLE,true,A0078,Official published photoelectric 50m value; never converted to T90.
R00110,林大心,林大心,高知工科大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.6,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_林大心,EXACT_OR_NOT_APPLICABLE,true,A0079,Official published photoelectric 50m value; never converted to T90.
R00111,松山優太,松山優太,九州共立大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.48,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_松山優太,EXACT_OR_NOT_APPLICABLE,true,A0080,Official published photoelectric 50m value; never converted to T90.
R00112,小島慎也,小島慎也,東北福祉大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.24,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_小島慎也,EXACT_OR_NOT_APPLICABLE,true,A0081,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00113,小島慎也,小島慎也,東北福祉大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.29,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_小島慎也,EXACT_OR_NOT_APPLICABLE,true,A0081,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00114,笹田海風,笹田海風,東海大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.35,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_笹田海風,EXACT_OR_NOT_APPLICABLE,true,A0082,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00115,笹田海風,笹田海風,東海大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.28,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_笹田海風,EXACT_OR_NOT_APPLICABLE,true,A0082,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00116,真鍋慧,真鍋慧,大阪商業大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.32,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_真鍋慧,EXACT_OR_NOT_APPLICABLE,true,A0083,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00117,真鍋慧,真鍋慧,大阪商業大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.31,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_真鍋慧,EXACT_OR_NOT_APPLICABLE,true,A0083,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00118,岡田啓吾,岡田啓吾,明治大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,5.69,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_岡田啓吾,EXACT_OR_NOT_APPLICABLE,true,A0084,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00119,岡田啓吾,岡田啓吾,明治大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,5.8,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_岡田啓吾,EXACT_OR_NOT_APPLICABLE,true,A0084,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00120,山里宝,山里宝,亜細亜大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.28,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_山里宝,EXACT_OR_NOT_APPLICABLE,true,A0085,Official published photoelectric 50m value; never converted to T90.
R00121,鈴木斗偉,鈴木斗偉,日本体育大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.3,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_鈴木斗偉,EXACT_OR_NOT_APPLICABLE,true,A0086,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00122,鈴木斗偉,鈴木斗偉,日本体育大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.32,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_鈴木斗偉,EXACT_OR_NOT_APPLICABLE,true,A0086,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00123,木切倉稜真,木切倉稜真,日本経済大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.63,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_木切倉稜真,EXACT_OR_NOT_APPLICABLE,true,A0087,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00124,木切倉稜真,木切倉稜真,日本経済大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.68,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_木切倉稜真,EXACT_OR_NOT_APPLICABLE,true,A0087,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00125,梅澤蒼空,梅澤蒼空,桐蔭横浜大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.63,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_梅澤蒼空,EXACT_OR_NOT_APPLICABLE,true,A0088,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00126,梅澤蒼空,梅澤蒼空,桐蔭横浜大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.7,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_梅澤蒼空,EXACT_OR_NOT_APPLICABLE,true,A0088,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00127,川合錬磨,川合錬磨,金沢学院大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.29,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_川合錬磨,EXACT_OR_NOT_APPLICABLE,true,A0089,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00128,川合錬磨,川合錬磨,金沢学院大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.57,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_川合錬磨,EXACT_OR_NOT_APPLICABLE,true,A0089,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00129,新保玖和,新保玖和,仙台大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.14,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_新保玖和,EXACT_OR_NOT_APPLICABLE,true,A0090,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00130,新保玖和,新保玖和,仙台大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.23,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_新保玖和,EXACT_OR_NOT_APPLICABLE,true,A0090,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00131,光弘帆高,光弘帆高,明治大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.45,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_光弘帆高,EXACT_OR_NOT_APPLICABLE,true,A0091,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00132,光弘帆高,光弘帆高,明治大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.42,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_光弘帆高,EXACT_OR_NOT_APPLICABLE,true,A0091,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00133,小林隼翔,小林隼翔,立教大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.29,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_小林隼翔,EXACT_OR_NOT_APPLICABLE,true,A0092,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
R00134,小林隼翔,小林隼翔,立教大,2025-12-07,2025,2025,50M_STANDING_START_SECONDS,6.27,seconds,photoelectric,not_publicly_documented,not_publicly_documented,samurai_university_2025_12_07,PUBLISHED_PARTICIPANT_COHORT_35,samurai_university_2025_12_07,A_PROTOCOL_B_FULL_VALUES,侍ジャパン大学代表候補選手強化合宿,https://www.japan-baseball.jp/jp/news/press/20251207_1.html,STANDARDIZED_SHORT_DISTANCE,,CANONICAL_SOURCE_RECORD,true,ACCEPTED_HIGH_CONFIDENCE,,samurai_university_2025_12_07_小林隼翔,EXACT_OR_NOT_APPLICABLE,true,A0092,All displayed trials retained; representative anchor selects the session minimum without any distance conversion.
